date,open_value,high_value,low_value,last_value,turnover,symbol
2014-12-01,1792.62,1792.62,1775.85,1785.03,1053014.79,crobex
2014-12-02,1787.72,1787.78,1776.83,1782.22,1046371.39,crobex
2014-12-03,1781.62,1781.86,1769.29,1771.68,581152.53,crobex
2014-12-04,1771.68,1773.37,1768.73,1773.12,795644.04,crobex
2014-12-05,1773.92,1776.21,1770.63,1776.13,1259459.64,crobex
2014-12-08,1775.32,1777.29,1757.56,1762.19,882108.96,crobex
2014-12-09,1762.54,1769.44,1757.07,1758.77,858078.73,crobex
2014-12-10,1758.41,1763.2,1752.14,1756.03,719957.15,crobex
2014-12-11,1756,1762.72,1754.16,1760.51,1417407.42,crobex
2014-12-12,1760.06,1760.38,1754.53,1758.37,649411.35,crobex
2014-12-15,1758.31,1758.41,1742.28,1744.38,1037646.62,crobex
2014-12-16,1743.93,1743.93,1734.24,1737.76,1012470.96,crobex
2014-12-17,1737.54,1738.01,1727.53,1736.9,684863.98,crobex
2014-12-18,1737.05,1744.6,1729,1742.99,1078259.52,crobex
2014-12-19,1741.67,1751.96,1741.3,1751.94,580319.45,crobex
2014-12-22,1752.19,1753.61,1742.98,1751.07,1177659.52,crobex
2014-12-23,1749.92,1751.05,1740.2,1740.2,1960147.71,crobex
2014-12-29,1740.29,1741.53,1731.3,1735.23,492715.74,crobex
2014-12-30,1734.78,1745.87,1734.14,1738.84,796061.84,crobex
2014-12-31,1739.44,1749.23,1739.44,1745.44,1051742.46,crobex
2015-01-02,1745.39,1748.08,1740.16,1740.6,148444.13,crobex
2015-01-05,1740.61,1766.7,1740.11,1765.12,510438.46,crobex
2015-01-07,1765.12,1773.58,1762.06,1770.68,969762.96,crobex
2015-01-08,1770.75,1785.74,1767.7,1781.74,993925.87,crobex
2015-01-09,1781.83,1782.56,1772.06,1772.13,725000,crobex
2015-01-12,1772.38,1773.06,1767.62,1770.25,678915.42,crobex
2015-01-13,1770.18,1778.62,1767.29,1777.52,1140673.16,crobex
2015-01-14,1777.52,1788,1772.06,1787.94,686979.2,crobex
2015-01-15,1788.07,1789.8,1769.61,1772.92,917667.52,crobex
2015-01-16,1772.88,1781.17,1769.24,1779.88,978293.02,crobex
2015-01-19,1780.21,1793,1779.94,1790.89,1038362.63,crobex
2015-01-20,1790.91,1800.85,1789.38,1796.7,2332778.42,crobex
2015-01-21,1796.55,1807.9,1784.66,1807.9,454812.55,crobex
2015-01-22,1808.25,1808.25,1789.08,1790.76,396286.46,crobex
2015-01-23,1790.74,1790.74,1778.68,1780.67,551696.62,crobex
2015-01-26,1780.69,1780.69,1774.44,1778.9,213841.22,crobex
2015-01-27,1779.09,1781.69,1770.82,1771.6,850423.69,crobex
2015-01-28,1771.43,1779.86,1765.9,1771.89,913243.38,crobex
2015-01-29,1772.09,1772.31,1760.22,1764.11,971755.4,crobex
2015-01-30,1763.47,1766.81,1761.32,1764.75,370748.69,crobex
2015-02-02,1764.75,1767.81,1752.87,1754.21,640340.47,crobex
2015-02-03,1754.68,1757.79,1751.99,1757.79,1074634.38,crobex
2015-02-04,1758.12,1758.14,1747.76,1755.3,1195674.67,crobex
2015-02-05,1753.87,1762.68,1752.57,1758.3,887700.15,crobex
2015-02-06,1759.85,1770.02,1759.4,1764.57,956232.74,crobex
2015-02-09,1765.35,1766.44,1756.68,1756.97,1012961.76,crobex
2015-02-10,1758.26,1766.52,1756.01,1761.49,615813.46,crobex
2015-02-11,1762.93,1767.68,1756.57,1758.71,1332127.45,crobex
2015-02-12,1758.46,1760.48,1753.75,1760.15,627052.83,crobex
2015-02-13,1761.01,1769.48,1755,1767.22,878899.48,crobex
2015-02-16,1767.23,1774.99,1750.6,1751.21,842319.44,crobex
2015-02-17,1750.63,1759.84,1744.42,1747.85,885583.14,crobex
2015-02-18,1748.33,1749.66,1742.71,1744.57,1340862.78,crobex
2015-02-19,1742.07,1743.44,1734.6,1742.56,735128.86,crobex
2015-02-20,1742.69,1757.16,1738.31,1754.89,894418.26,crobex
2015-02-23,1754.89,1755.92,1739.53,1745.82,707441.74,crobex
2015-02-24,1746.3,1749.48,1738.33,1739.04,757294.65,crobex
2015-02-25,1739.49,1741.84,1729.89,1729.95,497662.42,crobex
2015-02-26,1730.54,1746.02,1728.23,1740.74,658252.42,crobex
2015-02-27,1740.97,1750.96,1740.72,1745.56,1403069.4,crobex
2015-03-02,1745.72,1748.36,1741.8,1744.44,414350.09,crobex
2015-03-03,1744.1,1746.37,1739.68,1743.66,1218595.95,crobex
2015-03-04,1741.5,1747.86,1740.1,1744.77,652249.37,crobex
2015-03-05,1746.53,1757.06,1746.53,1755.79,1457984.7,crobex
2015-03-06,1756.82,1761.24,1747.15,1761.17,1045083.67,crobex
2015-03-09,1760.17,1764.46,1754.52,1756.46,769630.06,crobex
2015-03-10,1758.23,1759.92,1747.91,1754.96,378638.67,crobex
2015-03-11,1753.13,1754.63,1746.42,1750.54,427999.25,crobex
2015-03-12,1750.23,1751.78,1744.46,1748.05,648026.73,crobex
2015-03-13,1748.05,1755.04,1744.28,1749.74,284430.61,crobex
2015-03-16,1749.75,1754.74,1748.82,1751.5,286355.22,crobex
2015-03-17,1750.97,1751.68,1745.3,1745.3,524060.08,crobex
2015-03-18,1745.15,1745.2,1737.82,1740.04,821311.99,crobex
2015-03-19,1740.09,1742.92,1734.23,1736.21,853959.1,crobex
2015-03-20,1736.69,1737.2,1715.88,1727.37,1528807.55,crobex
2015-03-23,1727.37,1733.47,1718.82,1730.34,324303.84,crobex
2015-03-24,1730.33,1730.4,1717.22,1718.94,380398.23,crobex
2015-03-25,1718.93,1722.26,1710.15,1712.6,505682.76,crobex
2015-03-26,1712.49,1716.4,1709.78,1710.65,431851.63,crobex
2015-03-27,1710.35,1714.03,1708.71,1709.75,349254.63,crobex
2015-03-30,1709.75,1718.26,1708.6,1713.53,558740.74,crobex
2015-03-31,1712.28,1715.44,1708.26,1712.82,725691.13,crobex
2015-04-01,1713,1719.82,1704.3,1719.82,493415.33,crobex
2015-04-02,1718.21,1723.04,1714.59,1721.49,975220.67,crobex
2015-04-07,1721.33,1722.85,1704.49,1707.28,608180.77,crobex
2015-04-08,1705.31,1711.45,1705.04,1709.83,706778.69,crobex
2015-04-09,1709.87,1716.67,1706.41,1711.32,873191.16,crobex
2015-04-10,1715.07,1730.75,1713.36,1723.55,596849.89,crobex
2015-04-13,1724.83,1728.09,1719.13,1724.99,580656.86,crobex
2015-04-14,1725.55,1740.38,1724.31,1724.31,1441201.43,crobex
2015-04-15,1725.06,1747.13,1722.22,1745.46,1380953.71,crobex
2015-04-16,1745.72,1749.19,1731.15,1736.37,559762.88,crobex
2015-04-17,1735.92,1738.37,1729.5,1736.46,849623.99,crobex
2015-04-20,1736.86,1737.9,1728.59,1734.27,372872.33,crobex
2015-04-21,1732.91,1743.91,1731.29,1733.24,408178.38,crobex
2015-04-22,1732.2,1738.53,1732.2,1733.63,347884.49,crobex
2015-04-23,1732.36,1745.07,1731.66,1741.84,600349.55,crobex
2015-04-24,1742.07,1743.26,1735.47,1737.11,798635.18,crobex
2015-04-27,1737.82,1738.29,1725.15,1731.42,621141.41,crobex
2015-04-28,1729.18,1744.22,1727.32,1743.09,854619.92,crobex
2015-04-29,1742.12,1744.62,1732.6,1742.19,1256806.77,crobex
2015-04-30,1742.35,1755.08,1739.27,1751.67,629348.59,crobex
2015-05-04,1751.82,1757.5,1748.33,1757.48,617753.75,crobex
2015-05-05,1757.6,1757.97,1751.62,1755.01,778958.59,crobex
2015-05-06,1754.78,1755.27,1741.88,1741.97,649268.33,crobex
2015-05-07,1742.6,1744.99,1732.64,1736.87,1548338.45,crobex
2015-05-08,1736.95,1736.95,1722.93,1725.83,919598.61,crobex
2015-05-11,1726.2,1726.2,1716.64,1717.34,567472.87,crobex
2015-05-12,1717.63,1717.63,1707.31,1713.21,702749.07,crobex
2015-05-13,1713.22,1714.88,1707.2,1714.3,453706.61,crobex
2015-05-14,1712.94,1718.41,1712.94,1716.58,544942.53,crobex
2015-05-15,1718.48,1726.47,1715.64,1719.23,807229.65,crobex
2015-05-18,1724.94,1733.43,1724.65,1725.67,755971.54,crobex
2015-05-19,1723.54,1733.5,1723.54,1724.84,866313.15,crobex
2015-05-20,1724.46,1729.27,1717.85,1721.41,513436.56,crobex
2015-05-21,1721.36,1725.55,1717.21,1723.15,333211.73,crobex
2015-05-22,1723.35,1730.72,1718.56,1723.81,553747.75,crobex
2015-05-25,1724.27,1734.56,1723.72,1731.91,582883.87,crobex
2015-05-26,1731.93,1736.5,1722.62,1722.81,1000001.71,crobex
2015-05-27,1723.17,1730.25,1721.11,1726.73,470729.49,crobex
2015-05-28,1726.21,1733.09,1724.73,1729.25,642377.57,crobex
2015-05-29,1729.23,1731.79,1725.26,1729.44,1860361.78,crobex
2015-06-01,1737.24,1752.06,1734.7,1746.19,2466099.17,crobex
2015-06-02,1742.5,1747.62,1740.08,1743.08,671059.15,crobex
2015-06-03,1743,1743,1731.86,1733.51,939637.97,crobex
2015-06-05,1733.29,1744.58,1733.29,1742.06,798097.04,crobex
2015-06-08,1742.07,1742.07,1733.5,1737.02,1019875.02,crobex
2015-06-09,1736.77,1747.76,1736.53,1744.8,786679.93,crobex
2015-06-10,1744.54,1751.4,1741.92,1751.4,1782394.47,crobex
2015-06-11,1751.67,1754.96,1746.04,1753.91,684248.03,crobex
2015-06-12,1754.02,1755.78,1750.45,1753.91,873668.19,crobex
2015-06-15,1753.16,1758.11,1752.03,1752.28,855536.41,crobex
2015-06-16,1754.72,1754.72,1749.23,1752.22,477764.48,crobex
2015-06-17,1752.24,1759.66,1751.17,1759.66,1203507.65,crobex
2015-06-18,1759.76,1761.37,1755.7,1756.8,624829.67,crobex
2015-06-19,1756.8,1757.29,1749.85,1755.6,581536.89,crobex
2015-06-23,1755.6,1758.83,1748.15,1757.86,616882.26,crobex
2015-06-24,1757.96,1765.73,1753,1757.38,967311.14,crobex
2015-06-26,1757.27,1757.3,1741.64,1742.89,955102.56,crobex
2015-06-29,1740.32,1742.59,1720.53,1726.35,608967.67,crobex
2015-06-30,1726.36,1737.84,1722.35,1737.55,937339.67,crobex
2015-07-01,1737.48,1750.44,1733.82,1750.44,450039.45,crobex
2015-07-02,1750.16,1752.61,1740.9,1748.42,228056.41,crobex
2015-07-03,1747.96,1749.91,1741.07,1746.36,711619.09,crobex
2015-07-06,1746.36,1746.63,1740.33,1743.41,729638.19,crobex
2015-07-07,1743.51,1746.37,1736.37,1737.18,655289.74,crobex
2015-07-08,1736.94,1740.53,1734.52,1738.54,820882.51,crobex
2015-07-09,1737.78,1748.29,1732.72,1747.1,963699.13,crobex
2015-07-10,1746.64,1751.01,1740.02,1744.21,623127.14,crobex
2015-07-13,1745.21,1761.97,1745.21,1761.97,815707.51,crobex
2015-07-14,1764.56,1785.08,1764.06,1784.64,2070578.82,crobex
2015-07-15,1784.82,1787.95,1777.94,1779.68,934525.68,crobex
2015-07-16,1778.92,1780.71,1767.59,1770.75,792205.3,crobex
2015-07-17,1770.22,1793.42,1768.86,1790.25,1136938.62,crobex
2015-07-20,1789.5,1789.5,1779.22,1784.75,631411.08,crobex
2015-07-21,1784.52,1787.66,1779.66,1784.15,391885.33,crobex
2015-07-22,1784.1,1787.8,1776.03,1787.46,500780.16,crobex
2015-07-23,1786.91,1793.93,1785,1789.27,591159.82,crobex
2015-07-24,1789.59,1791.29,1780.61,1786.7,545823.4,crobex
2015-07-27,1786.81,1788.45,1780.43,1784.98,505349.03,crobex
2015-07-28,1784.68,1789.71,1776.59,1784.81,628099.2,crobex
2015-07-29,1785.91,1799.21,1785.38,1798.37,564635.88,crobex
2015-07-30,1798.34,1805.15,1790.19,1800.47,916384.44,crobex
2015-07-31,1800.91,1800.95,1794.16,1798.44,1185484.82,crobex
2015-08-03,1799.93,1799.93,1787.65,1796.52,991863.32,crobex
2015-08-04,1796.53,1807.46,1795.3,1804.64,890999.4,crobex
2015-08-06,1804.65,1813.27,1802.59,1811.93,2452873.55,crobex
2015-08-07,1812.84,1819.78,1812.32,1817.7,767086.22,crobex
2015-08-10,1817.49,1817.7,1807.34,1807.81,1759409.86,crobex
2015-08-11,1807.68,1811.04,1805.84,1809.19,514831.21,crobex
2015-08-12,1809.47,1810.79,1803.46,1808.07,560848.58,crobex
2015-08-13,1808.07,1808.87,1800.77,1804.88,556774.08,crobex
2015-08-14,1804.62,1806.09,1801.74,1805.56,1411094.36,crobex
2015-08-17,1805.54,1806.56,1796.9,1800.23,717820.41,crobex
2015-08-18,1800.18,1800.18,1781.2,1793.46,1583637.47,crobex
2015-08-19,1793.47,1796.53,1785.25,1788.15,937887.7,crobex
2015-08-20,1788.19,1789.26,1785.42,1787.32,606589.66,crobex
2015-08-21,1787.46,1787.54,1782.33,1783.55,783400.01,crobex
2015-08-24,1782.96,1782.96,1717.84,1731.51,2596708.69,crobex
2015-08-25,1732.31,1739.97,1720.2,1739.97,1533058.02,crobex
2015-08-26,1739.67,1740.62,1729.72,1736.51,899566.78,crobex
2015-08-27,1737.66,1751.15,1737.66,1750.49,2188817.7,crobex
2015-08-28,1751.65,1755.26,1744.9,1750.7,2426168.09,crobex
2015-08-31,1750.69,1752.25,1736.2,1738.18,673902.75,crobex
2015-09-01,1739.25,1739.25,1729.83,1737.21,1842468.48,crobex
2015-09-02,1737.07,1741.12,1731.76,1734.87,888131.67,crobex
2015-09-03,1734.87,1743.91,1734.79,1739.8,1128681.51,crobex
2015-09-04,1739.69,1743.06,1734.89,1738.66,247857.23,crobex
2015-09-07,1740.44,1742,1728,1733.71,511769.69,crobex
2015-09-08,1733.59,1739.97,1733.34,1737.9,767175.14,crobex
2015-09-09,1738.41,1743.54,1736.73,1737.62,715311.46,crobex
2015-09-10,1737.64,1744.12,1734,1740.24,1733348.41,crobex
2015-09-11,1739.43,1747.97,1738.92,1745.42,408089.47,crobex
2015-09-14,1746.47,1747.24,1736.26,1736.77,399565.73,crobex
2015-09-15,1736.43,1736.73,1723.68,1726.16,1626572.91,crobex
2015-09-16,1725.87,1725.87,1716.7,1719.31,1901917.45,crobex
2015-09-17,1720.26,1720.26,1711.74,1717.24,1399434.67,crobex
2015-09-18,1718.05,1720.76,1709.79,1714.83,1814934.98,crobex
2015-09-21,1700.05,1700.05,1688.35,1692.67,419844.98,crobex
2015-09-22,1692.62,1693.99,1688.98,1689.32,178013.33,crobex
2015-09-23,1690.16,1692.11,1682.32,1689.76,1163676.81,crobex
2015-09-24,1689.57,1694.18,1680.15,1693.27,372007.4,crobex
2015-09-25,1693.28,1693.28,1686.7,1689.23,402808.86,crobex
2015-09-28,1689.27,1689.32,1675.65,1687.61,452548.83,crobex
2015-09-29,1686.96,1686.96,1669.31,1672.32,796516.51,crobex
2015-09-30,1672.22,1685.63,1670.86,1685.63,931097.2,crobex
2015-10-01,1687.34,1692.14,1680.17,1690.16,489211.02,crobex
2015-10-02,1689.7,1707.62,1689.7,1699.96,758144.14,crobex
2015-10-05,1700.59,1708.8,1699.29,1708.72,414836.08,crobex
2015-10-06,1707.41,1707.41,1687.31,1694.87,1345051.95,crobex
2015-10-07,1694.33,1705.47,1692.88,1697.25,1188825.9,crobex
2015-10-09,1697.62,1697.62,1684.55,1693.07,1835525.65,crobex
2015-10-12,1693.12,1708.6,1692.56,1706.68,999586.51,crobex
2015-10-13,1706.71,1706.71,1685.78,1689.98,2063766.15,crobex
2015-10-14,1689.58,1690.98,1682.69,1687.13,959994.52,crobex
2015-10-15,1688.06,1688.06,1678.64,1682.82,968064.87,crobex
2015-10-16,1682.82,1697.06,1682.82,1687.43,412355.7,crobex
2015-10-19,1688.21,1698.85,1683.34,1690.15,269444.39,crobex
2015-10-20,1689.81,1701.33,1689.81,1696.57,1218896.25,crobex
2015-10-21,1696.83,1714.22,1693.84,1714.21,1137278.38,crobex
2015-10-22,1715.51,1720,1714.35,1716.88,737408.16,crobex
2015-10-23,1717.01,1722.9,1715.83,1720.51,720748.49,crobex
2015-10-26,1720.78,1731.34,1719.76,1726.05,888517.99,crobex
2015-10-27,1723.91,1731.67,1713.37,1716.36,1577813.45,crobex
2015-10-28,1716.32,1720.42,1705.17,1720.16,760558.02,crobex
2015-10-29,1718.79,1724.24,1716.99,1718.51,1019170.63,crobex
2015-10-30,1718.6,1728.38,1713.45,1725.1,1648729.58,crobex
2015-11-02,1725.1,1727.96,1710.41,1723.48,699975,crobex
2015-11-03,1723.56,1729.6,1721.8,1725.36,548450.26,crobex
2015-11-04,1723.75,1723.75,1714.58,1719.89,633203.23,crobex
2015-11-05,1721.33,1721.33,1709.28,1712.67,491483.3,crobex
2015-11-06,1711.48,1715.08,1708.19,1714.7,499930.91,crobex
2015-11-09,1714.7,1720.54,1712.49,1718.97,759674.3,crobex
2015-11-10,1717.55,1717.56,1706.58,1709.9,429106.01,crobex
2015-11-11,1709.98,1711.13,1704.51,1707.49,396096.1,crobex
2015-11-12,1707.55,1707.55,1694.92,1703.76,1029280.75,crobex
2015-11-13,1704.83,1704.83,1694.67,1699.25,301971.49,crobex
2015-11-16,1699.65,1699.65,1683.52,1690.09,971870.24,crobex
2015-11-17,1689.49,1693.69,1686.5,1692.41,666646.63,crobex
2015-11-18,1693.78,1696.64,1693.12,1693.34,1153935.21,crobex
2015-11-19,1693.34,1697.64,1692.29,1695.03,451515.84,crobex
2015-11-20,1694.76,1697.14,1686.12,1693.68,367678.01,crobex
2015-11-23,1693.97,1694.04,1683.78,1686.61,615685.6,crobex
2015-11-24,1686.6,1686.99,1674.05,1675.63,377788.99,crobex
2015-11-25,1677.63,1690.94,1677.23,1690.44,566116.84,crobex
2015-11-26,1690.6,1693.18,1685.28,1693.18,642514.53,crobex
2015-11-27,1693.44,1696,1687.88,1688.66,1726678.06,crobex
2015-11-30,1688.68,1690.43,1679.19,1680.19,1819453.99,crobex
2015-12-01,1679.8,1681.28,1677.18,1680.86,372654.98,crobex
2015-12-02,1680.79,1681.07,1670.09,1673.27,986247.15,crobex
2015-12-03,1673.86,1677.37,1670.34,1677.37,490468.02,crobex
2015-12-04,1677.37,1679.78,1671.6,1673.21,559423.12,crobex
2015-12-07,1673.22,1685.7,1669.19,1682.51,817607.05,crobex
2015-12-08,1685.04,1685.39,1676.48,1679.34,691173.17,crobex
2015-12-09,1679.15,1681.56,1675.01,1680.02,454902.35,crobex
2015-12-10,1680.02,1680.25,1673.3,1673.3,259224.56,crobex
2015-12-11,1672.94,1673.43,1657.84,1659.99,856769.85,crobex
2015-12-14,1659.8,1661.31,1652.81,1653.09,1421616.74,crobex
2015-12-15,1653.74,1656.34,1646.09,1656.34,1972064.13,crobex
2015-12-16,1656.43,1660.81,1652.61,1660.81,687215.52,crobex
2015-12-17,1660.69,1660.69,1656.11,1658.96,1466178.7,crobex
2015-12-18,1659.32,1659.58,1650.21,1657.62,748410.43,crobex
2015-12-21,1657.62,1657.86,1649.55,1656.75,563695.53,crobex
2015-12-22,1655.71,1655.71,1642.6,1647.67,2714509.05,crobex
2015-12-23,1647.66,1655.77,1641.41,1655.77,592284.75,crobex
2015-12-28,1655.92,1677.17,1652.76,1675.88,1125687.29,crobex
2015-12-29,1675.79,1691.02,1673.37,1689.94,1094356.06,crobex
2015-12-30,1689.22,1689.71,1673.62,1689.63,2017520.82,crobex
2016-01-04,1689.6,1689.79,1658.93,1667.84,457638.16,crobex
2016-01-05,1667.89,1670.6,1653.41,1661.78,651270.99,crobex
2016-01-07,1661.99,1662.23,1649.99,1649.99,387154.94,crobex
2016-01-08,1649.89,1650.32,1633.81,1635.94,584958.4,crobex
2016-01-11,1635.11,1636.28,1628.18,1633.01,222084.33,crobex
2016-01-12,1633.38,1635.81,1628.28,1629.15,614809.99,crobex
2016-01-13,1632.86,1639.7,1628.02,1633.23,406456.23,crobex
2016-01-14,1633.23,1633.23,1604.46,1605.41,2028698.04,crobex
2016-01-15,1605.4,1607.07,1583.89,1588.18,1413005.1,crobex
2016-01-18,1588.16,1590.29,1570.05,1576.47,953343.44,crobex
2016-01-19,1577.13,1597.39,1575.74,1593.48,779785.9,crobex
2016-01-20,1593.14,1594.03,1579.77,1585.73,789610.9,crobex
2016-01-21,1588.37,1597.65,1584.53,1591.75,638721.17,crobex
2016-01-22,1591.77,1605.69,1591.77,1604.2,713396.36,crobex
2016-01-25,1603.98,1604.23,1596.31,1597.47,1065548.74,crobex
2016-01-26,1597.48,1602.48,1593.76,1601.59,408117.84,crobex
2016-01-27,1601.48,1611.35,1601.48,1602.6,193259.05,crobex
2016-01-28,1602.66,1611.83,1598.69,1603.9,449923.5,crobex
2016-01-29,1603.9,1612.19,1602.87,1612.19,357222.31,crobex
2016-02-01,1610.88,1617.87,1608.97,1616.66,934278.33,crobex
2016-02-02,1616.82,1619.96,1605.91,1605.91,861864.32,crobex
2016-02-03,1606.89,1609.59,1603.91,1608.18,447199.66,crobex
2016-02-04,1609.7,1611.82,1603.38,1605.85,308632.2,crobex
2016-02-05,1605.8,1605.81,1599.64,1603.52,199472.54,crobex
2016-02-08,1603.73,1605.52,1600.4,1604.42,339802.76,crobex
2016-02-09,1603.96,1604.04,1594.7,1595.87,604025.86,crobex
2016-02-10,1594.6,1598.43,1594.16,1597.95,379861.74,crobex
2016-02-11,1595.55,1599.29,1591.87,1595.35,618226.23,crobex
2016-02-12,1595.36,1595.36,1586.72,1592.84,487545.7,crobex
2016-02-15,1593.06,1598.95,1587.05,1598.41,420582.07,crobex
2016-02-16,1599.22,1613.31,1599.22,1609.97,1179809.46,crobex
2016-02-17,1610.61,1617.4,1608.62,1614.7,414838.59,crobex
2016-02-18,1614.82,1624,1612.62,1622.06,500122.82,crobex
2016-02-19,1621.84,1624.53,1615.79,1621.21,492742.72,crobex
2016-02-22,1622.79,1629.09,1622.17,1625.94,942189.93,crobex
2016-02-23,1626.72,1628.63,1617.72,1618.25,390713.93,crobex
2016-02-24,1618.25,1622.01,1614.31,1616.08,442133.48,crobex
2016-02-25,1616.04,1616.04,1599.22,1601.68,715992.28,crobex
2016-02-26,1601.27,1615.01,1599.53,1613.22,316847.26,crobex
2016-02-29,1614.26,1614.94,1604.63,1614.28,962243.03,crobex
2016-03-01,1614.24,1614.24,1593.44,1596.09,316050.48,crobex
2016-03-02,1596,1600.48,1594.39,1599.83,1093400.22,crobex
2016-03-03,1602.01,1606.09,1598.96,1602.55,324142.16,crobex
2016-03-04,1601.84,1605.95,1597.66,1599.71,266673.55,crobex
2016-03-07,1599.71,1609.63,1599.48,1607.23,455427.32,crobex
2016-03-08,1606.93,1613.89,1604.74,1611.8,809175.37,crobex
2016-03-09,1611.98,1617.77,1609.8,1615.36,531215.28,crobex
2016-03-10,1615.52,1620.15,1614.1,1616.27,550777.75,crobex
2016-03-11,1616.29,1616.51,1606.23,1613.45,238308.77,crobex
2016-03-14,1613.13,1616.04,1609.63,1615.9,333501.87,crobex
2016-03-15,1615.91,1617.63,1607.68,1610.45,568390.81,crobex
2016-03-16,1611.33,1621.3,1609.62,1621.3,612887.66,crobex
2016-03-17,1617.15,1624.52,1615.69,1615.69,375050.11,crobex
2016-03-18,1616.05,1630.32,1613.92,1630.32,705717.39,crobex
2016-03-21,1630.4,1635.77,1625.63,1635.74,502496.99,crobex
2016-03-22,1633.02,1633.02,1626.97,1630.46,715525.29,crobex
2016-03-23,1630.92,1660.97,1630.92,1658,1788967.83,crobex
2016-03-24,1658.4,1661.72,1656.63,1661.51,792439.55,crobex
2016-03-29,1661.95,1667.73,1655.77,1658.9,875636.19,crobex
2016-03-30,1659.3,1667.53,1657.15,1663.88,895528.21,crobex
2016-03-31,1665.17,1670.76,1662.69,1669.68,598342.01,crobex
2016-04-01,1669.8,1672.99,1662.89,1671.08,1109680.38,crobex
2016-04-04,1671.25,1673.85,1661.48,1666.34,721111.85,crobex
2016-04-05,1666.34,1668.6,1661.49,1661.49,594348.74,crobex
2016-04-06,1661.23,1663.58,1657.05,1661.76,292329.35,crobex
2016-04-07,1661.79,1668.29,1659.6,1668.29,543074.55,crobex
2016-04-08,1667.42,1669.56,1659.53,1661.17,216103.66,crobex
2016-04-11,1661,1665.9,1660.53,1664.77,686529.51,crobex
2016-04-12,1664.78,1665.16,1661.41,1662.4,663911.77,crobex
2016-04-13,1661.69,1662.46,1656.45,1658.95,223438.1,crobex
2016-04-14,1658.88,1663.84,1658.51,1661.25,851687.84,crobex
2016-04-15,1661.36,1686.49,1661.36,1686.1,757734.68,crobex
2016-04-18,1686.19,1686.19,1677.74,1678.67,409328.02,crobex
2016-04-19,1678.64,1687.25,1676.49,1686.07,625874.88,crobex
2016-04-20,1686.08,1688.76,1684.18,1686.67,1231436.26,crobex
2016-04-21,1687.07,1692.16,1685.82,1690.62,536141.04,crobex
2016-04-22,1690.88,1693.3,1688.36,1693.14,496747.6,crobex
2016-04-25,1693.01,1697.5,1684.49,1688.06,778990.18,crobex
2016-04-26,1688.25,1696.05,1687.16,1691.94,541048.26,crobex
2016-04-27,1692.09,1694.61,1681.97,1681.97,735707.56,crobex
2016-04-28,1682.1,1694.1,1679.89,1680.84,419497.02,crobex
2016-04-29,1680.77,1688.72,1680.31,1688.48,1179665.48,crobex
2016-05-02,1687.39,1695.55,1686.66,1690.5,726818.55,crobex
2016-05-03,1690.27,1690.57,1672.57,1676.1,589854.58,crobex
2016-05-04,1676.1,1676.56,1667.49,1675.33,623964.2,crobex
2016-05-05,1674.93,1684.01,1674.93,1683.25,768365.09,crobex
2016-05-06,1682.51,1687.18,1678.01,1686.4,316945,crobex
2016-05-09,1687.36,1689.34,1684.49,1689.13,227606.74,crobex
2016-05-10,1689.87,1695.86,1687.74,1695.86,1010594.23,crobex
2016-05-11,1695.87,1704.07,1694.61,1702.62,445834.97,crobex
2016-05-12,1702.43,1712.92,1697.96,1698.99,527119.39,crobex
2016-05-13,1698.99,1706.92,1696.32,1698.76,364836.55,crobex
2016-05-16,1698.77,1698.85,1691.41,1693.77,495532.31,crobex
2016-05-17,1694.12,1694.83,1686.8,1692.1,398573.19,crobex
2016-05-18,1692.07,1696.16,1688.07,1693.54,546666.03,crobex
2016-05-19,1693.09,1695.75,1690.31,1691.59,720543.61,crobex
2016-05-20,1691.57,1700.1,1689.58,1698.16,544045.65,crobex
2016-05-23,1698.16,1700.32,1695.99,1698.81,440759.67,crobex
2016-05-24,1698.89,1708.91,1698.25,1708.61,461071.27,crobex
2016-05-25,1708.61,1716.05,1706.98,1716.02,673553.99,crobex
2016-05-27,1716.01,1721.49,1713.65,1721.49,650687.14,crobex
2016-05-30,1721.42,1722.49,1708.99,1712.06,670834.09,crobex
2016-05-31,1712.17,1713.83,1703.8,1704.64,548693.52,crobex
2016-06-01,1704.61,1713.54,1703.82,1712.03,359552.93,crobex
2016-06-02,1713.78,1717.86,1710.21,1711.32,1184011.65,crobex
2016-06-03,1703.95,1704.14,1698.51,1704.14,577974.89,crobex
2016-06-06,1704.12,1704.12,1696.54,1697.99,384036.79,crobex
2016-06-07,1698.39,1703.83,1696.21,1699.77,518270.98,crobex
2016-06-08,1701.1,1704.12,1697.33,1703.1,581246.19,crobex
2016-06-09,1703.1,1703.1,1699.25,1701.99,488355.03,crobex
2016-06-10,1699.63,1700.93,1691.91,1694.96,225105.03,crobex
2016-06-13,1694.92,1695.5,1687.7,1689.71,305439.82,crobex
2016-06-14,1689.65,1695.02,1687.11,1690.8,1064534.35,crobex
2016-06-15,1690.52,1690.52,1686.06,1686.68,588225.45,crobex
2016-06-16,1686.21,1688.56,1682.61,1683.02,1068082.76,crobex
2016-06-17,1682.68,1682.72,1675.98,1678.85,567674.32,crobex
2016-06-20,1678.74,1685.85,1676.69,1683.25,389975.6,crobex
2016-06-21,1683.24,1687.59,1680.32,1682.35,539152.3,crobex
2016-06-23,1682.19,1686.1,1679.6,1681.08,572862.02,crobex
