date,open_value,high_value,low_value,last_value,turnover,symbol
2010-10-05,1910.06,1914.23,1901.5,1906.67,852631.4,crobex
2010-10-06,1906.96,1924.62,1906.16,1916.36,1114428.4,crobex
2010-10-07,1915.74,1920.1,1902.67,1903.29,762348.59,crobex
2010-10-11,1903.73,1911.79,1901.23,1906.72,1390792.25,crobex
2010-10-12,1906.57,1909.42,1889.22,1889.22,2213541.63,crobex
2010-10-13,1889.24,1902.62,1886,1898.11,1624469.19,crobex
2010-10-14,1898.13,1898.78,1889.27,1891.6,1387861.55,crobex
2010-10-15,1891.55,1905.85,1891.55,1905.67,2156078.45,crobex
2010-10-18,1906.67,1907.71,1894.05,1904.11,1101739.69,crobex
2010-10-19,1904.11,1904.11,1887.88,1890.02,1015197.19,crobex
2010-10-20,1889.52,1889.52,1874.26,1877.72,822161.94,crobex
2010-10-21,1877.16,1883.36,1876.28,1879.38,926748.02,crobex
2010-10-22,1879.48,1880.86,1868.94,1872.9,1336663.71,crobex
2010-10-25,1872.66,1873.4,1862.96,1873.09,1424530.63,crobex
2010-10-26,1871.23,1893.59,1866.22,1893.59,2590875.04,crobex
2010-10-27,1895.49,1908.55,1892.68,1901.77,2858781.65,crobex
2010-10-28,1902.13,1903.22,1890.75,1893.11,1105125.62,crobex
2010-10-29,1893.67,1898.43,1869.36,1869.36,2282192.85,crobex
2010-11-02,1869.62,1873.49,1859.17,1865.59,1478446.02,crobex
2010-11-03,1865.9,1883.32,1865.9,1874.47,2033986.59,crobex
2010-11-04,1874.8,1882.42,1874.3,1879.34,1802711.05,crobex
2010-11-05,1878.58,1882.22,1866.22,1881.17,1403028.95,crobex
2010-11-08,1881.33,1888.33,1871.36,1875.08,844151.83,crobex
2010-11-09,1874.98,1875.91,1853.34,1864.16,2769621.44,crobex
2010-11-10,1863.35,1863.99,1840.45,1843.95,1422151.36,crobex
2010-11-11,1843.75,1860.08,1843.14,1860.01,2453896.95,crobex
2010-11-12,1859.5,1867.6,1853.83,1862.62,2446355.4,crobex
2010-11-15,1862.81,1862.81,1839.67,1843.77,1555204.69,crobex
2010-11-16,1843.58,1843.58,1810.01,1813.05,1949372.75,crobex
2010-11-17,1814.71,1850.84,1814.71,1847.82,4149467.01,crobex
2010-11-18,1849.32,1860.73,1847.3,1852.45,1503199.36,crobex
2010-11-19,1852.2,1853.5,1837.31,1842.48,1537193.06,crobex
2010-11-22,1842.93,1844.42,1827.65,1831.36,2083125.7,crobex
2010-11-23,1831.36,1833.9,1813,1816.05,1532417.57,crobex
2010-11-24,1817.13,1817.81,1808.01,1809.89,2163438.72,crobex
2010-11-25,1809.87,1812.43,1804.16,1804.16,1804947.68,crobex
2010-11-26,1804.23,1804.23,1777.17,1784.91,1635658.81,crobex
2010-11-29,1784.94,1793.26,1776.02,1779.24,1097955.63,crobex
2010-11-30,1780.15,1787.15,1772.91,1787.15,1475572.77,crobex
2010-12-01,1787.86,1796.37,1777.46,1795.42,1595742.34,crobex
2010-12-02,1796.51,1799.29,1783.18,1784.53,2784157.43,crobex
2010-12-03,1784.89,1815.72,1784.89,1815.61,2687584.44,crobex
2010-12-06,1815.78,1820.6,1810.28,1817.3,2101861.27,crobex
2010-12-07,1817.88,1825.53,1814.35,1825.53,2144667.43,crobex
2010-12-08,1826.34,1856.83,1826.34,1855.38,2094641.64,crobex
2010-12-09,1855.29,1883.71,1855.29,1882.83,2582472.64,crobex
2010-12-10,1883.32,1897.43,1873.4,1893.67,2894615.68,crobex
2010-12-13,1894.03,1899.4,1885.05,1893.36,1318170,crobex
2010-12-14,1894.45,2068.29,1894.45,2062.63,29868603.04,crobex
2010-12-15,2062.92,2091.72,2058.1,2068.81,30588142.92,crobex
2010-12-16,2068.98,2074.88,2036.99,2038.61,22366213.79,crobex
2010-12-17,2038.83,2046.46,2034.64,2044.27,18091176.29,crobex
2010-12-20,2044.4,2053.47,2035.77,2039.08,14110454.32,crobex
2010-12-21,2038.87,2052.33,2035.09,2036.22,11001091.91,crobex
2010-12-22,2035.24,2053.05,2035.24,2044.93,7518619.21,crobex
2010-12-23,2045.42,2067.59,2043.81,2066.35,5894627.03,crobex
2010-12-24,2068.16,2085.04,2066.82,2077,2968624.32,crobex
2010-12-27,2077.93,2087.84,2058.05,2061.75,4519880.1,crobex
2010-12-28,2061.75,2079.6,2061.11,2079.52,7518915.75,crobex
2010-12-29,2079.93,2091.8,2079.71,2089.5,6023494.59,crobex
2010-12-30,2090.51,2102.99,2088.69,2101.02,6807154.81,crobex
2010-12-31,2101.99,2114.11,2101,2110.93,3778848.01,crobex
2011-01-03,2111.24,2133.43,2107.98,2132.78,4401034.75,crobex
2011-01-04,2132.69,2154.91,2130.3,2151.25,6319111.16,crobex
2011-01-05,2150.71,2154.74,2143.27,2150.7,6767229.85,crobex
2011-01-07,2150.7,2161.48,2146.04,2160.37,8226454.01,crobex
2011-01-10,2160.81,2199.94,2159.88,2198.23,10985626.94,crobex
2011-01-11,2199.39,2240.37,2194.61,2232.54,10809293.49,crobex
2011-01-12,2232.1,2245.33,2216.86,2237.54,12657031.06,crobex
2011-01-13,2237.03,2281.27,2233.44,2258.35,13757862.63,crobex
2011-01-14,2259.26,2266.21,2217.58,2240.42,21478699.01,crobex
2011-01-17,2240.42,2273.79,2185.77,2273.79,5958259.05,crobex
2011-01-18,2274.81,2306.97,2256.79,2301.22,7696325.44,crobex
2011-01-19,2301.52,2325.7,2271.65,2272.77,5167562.94,crobex
2011-01-20,2273.05,2289.93,2226.23,2278.05,5209085.5,crobex
2011-01-21,2278.64,2297.59,2267.11,2297.59,4886764.12,crobex
2011-01-24,2296.27,2306.18,2283.01,2306.16,3461550.58,crobex
2011-01-25,2306.06,2319.8,2298.42,2305.8,4144758.33,crobex
2011-01-26,2306.08,2326.49,2305.43,2316.38,5016246.06,crobex
2011-01-27,2317.44,2328.74,2301.57,2327.77,3432356.01,crobex
2011-01-28,2326.17,2327.17,2295.01,2302.93,7182765.9,crobex
2011-01-31,2301.75,2301.75,2280.91,2292.58,4226112.9,crobex
2011-02-01,2294.94,2311.11,2288.01,2311.11,2896053.62,crobex
2011-02-02,2311.11,2321.57,2307.34,2309.76,3231078.67,crobex
2011-02-03,2314.02,2316.32,2304.78,2312.35,2323150.51,crobex
2011-02-04,2312.27,2314.68,2298.37,2305,5002388.09,crobex
2011-02-07,2305.68,2311.57,2298.25,2311.07,2997109.61,crobex
2011-02-08,2310.89,2315.85,2307.2,2309.29,2719517.3,crobex
2011-02-09,2310.13,2330.24,2308.04,2330.11,4573861.56,crobex
2011-02-10,2330.01,2337.02,2323.92,2330.19,5156806.84,crobex
2011-02-11,2330.11,2335.81,2323.75,2333.76,3703416.62,crobex
2011-02-14,2334.96,2338.31,2300.5,2311.5,5435994.19,crobex
2011-02-15,2312.49,2316.89,2284.6,2289.4,4219674.67,crobex
2011-02-16,2285.56,2285.96,2260.17,2272.34,5323178.05,crobex
2011-02-17,2272.07,2277.75,2257.17,2261.97,2362893.98,crobex
2011-02-18,2262.15,2264.92,2254.58,2256.59,1908935.14,crobex
2011-02-21,2255.79,2277.81,2255.06,2265.22,4366266.06,crobex
2011-02-22,2264.88,2270.24,2242.18,2246.07,3609728.21,crobex
2011-02-23,2245.06,2259.93,2241.1,2248.75,2627337.85,crobex
2011-02-24,2247.75,2257.2,2241.91,2241.91,2147462.97,crobex
2011-02-25,2241.91,2255.95,2241.91,2250.38,1625658.98,crobex
2011-02-28,2250.51,2253.39,2241.04,2241.04,1247537.34,crobex
2011-03-01,2241.05,2252.68,2235.01,2236.66,3030337.87,crobex
2011-03-02,2236.66,2242.7,2208.85,2211.25,1640536.23,crobex
2011-03-03,2213.42,2226.41,2201.3,2225.81,2328569.09,crobex
2011-03-04,2226.1,2242.75,2226.1,2241.39,1709232.29,crobex
2011-03-07,2241.43,2242.65,2226.52,2228.71,765961.07,crobex
2011-03-08,2229,2233.02,2227.19,2227.28,818855.56,crobex
2011-03-09,2228.46,2276.19,2228.46,2258.15,1978989.33,crobex
2011-03-10,2258.26,2272.84,2258.03,2270.34,1741789.14,crobex
2011-03-11,2270.39,2277.3,2249.67,2252.45,1301670.62,crobex
2011-03-14,2250.34,2264.98,2240.62,2260.75,2014082.8,crobex
2011-03-15,2259.73,2259.73,2226.61,2236.08,3047394.82,crobex
2011-03-16,2233.66,2246.12,2226.43,2245.83,4757978.22,crobex
2011-03-17,2245.82,2262.79,2243.9,2259,1729206.78,crobex
2011-03-18,2259.03,2271.15,2256.08,2260.72,2373085.02,crobex
2011-03-21,2260.72,2272.46,2256.33,2270.36,2298431.8,crobex
2011-03-22,2271.56,2290.66,2269.17,2282.48,2118623.59,crobex
2011-03-23,2282.67,2283.83,2273.55,2273.92,2709296.2,crobex
2011-03-24,2274.83,2294.67,2273.63,2294.67,2468132.38,crobex
2011-03-25,2294.65,2302.98,2284.76,2302.05,2942288.05,crobex
2011-03-28,2301.71,2302.22,2279.04,2280.76,903517.75,crobex
2011-03-29,2281.58,2282.02,2275.8,2278.58,1124918.53,crobex
2011-03-30,2278.91,2292.97,2278.08,2292.97,1376708.84,crobex
2011-03-31,2292.81,2295.95,2286.13,2290.45,1014363.76,crobex
2011-04-01,2289.88,2289.88,2267.38,2268.99,1126706.27,crobex
2011-04-04,2269.28,2269.69,2248.82,2251.81,1913195.58,crobex
2011-04-05,2251.81,2255.43,2243.05,2247.24,1610694.42,crobex
2011-04-06,2246.07,2262.68,2246.07,2255.64,1774917.95,crobex
2011-04-07,2256.05,2256.1,2244.4,2247.25,784220.95,crobex
2011-04-08,2247.83,2251.2,2243.68,2245.47,732262.48,crobex
2011-04-11,2245.69,2246.77,2202.33,2204.8,1626852.55,crobex
2011-04-12,2204.75,2205.85,2193.38,2201.54,1282730.33,crobex
2011-04-13,2201.03,2211.97,2201.03,2211.97,1065975.69,crobex
2011-04-14,2211.97,2211.97,2200.02,2203.86,923853.22,crobex
2011-04-15,2203.85,2205.35,2189.47,2197.49,2215459.17,crobex
2011-04-18,2197.48,2197.48,2180.52,2182.6,1263130.18,crobex
2011-04-19,2183.11,2185.61,2178.74,2181.41,2256907.13,crobex
2011-04-20,2181.4,2191.85,2181.15,2190.17,1487812.32,crobex
2011-04-21,2190.32,2202.85,2185.86,2194.64,2795716.34,crobex
2011-04-22,2210.93,2233.06,2210.93,2224.28,1695543.37,crobex
2011-04-26,2225.01,2232.44,2221.48,2231.18,3242551.23,crobex
2011-04-27,2231.78,2240.53,2220.4,2237.82,3663121.34,crobex
2011-04-28,2239.39,2242.07,2228.92,2229.81,4375774.58,crobex
2011-04-29,2229.72,2242.29,2229.72,2233.97,3453790.88,crobex
2011-05-02,2233.77,2236.45,2194.64,2196.91,2750681.89,crobex
2011-05-03,2196.76,2204.42,2196.32,2198.7,1359634.59,crobex
2011-05-04,2198.81,2204.78,2197.22,2197.22,1208119.82,crobex
2011-05-05,2196.87,2204.68,2196.04,2199.86,1326686.93,crobex
2011-05-06,2200.19,2207.41,2196.07,2206.95,986237.54,crobex
2011-05-09,2206.7,2212.64,2199.38,2208.81,1440422.97,crobex
2011-05-10,2208.46,2214.12,2206.79,2210.79,1874970.92,crobex
2011-05-11,2211.09,2214.26,2203.88,2208.33,1552717.45,crobex
2011-05-12,2208.05,2210.61,2204.22,2209.29,1058161.51,crobex
2011-05-13,2209.34,2211.65,2203.17,2209.87,1424822.89,crobex
2011-05-16,2208.67,2214.22,2207.48,2211.94,1125689.8,crobex
2011-05-17,2211.96,2213.81,2203.27,2205.21,1667113.17,crobex
2011-05-18,2204.7,2218.94,2204.7,2218.94,1608063.13,crobex
2011-05-19,2219.08,2257.9,2219.08,2256.86,2870085.59,crobex
2011-05-20,2239.81,2244.61,2233.57,2243.47,1845377.86,crobex
2011-05-23,2242.37,2242.38,2220.39,2223.62,1204005.65,crobex
2011-05-24,2223.62,2224.81,2214.37,2219.33,1685517.5,crobex
2011-05-25,2219.43,2227.08,2219.24,2227.08,1339224.94,crobex
2011-05-26,2227.09,2239.67,2221.65,2237.63,1853919.73,crobex
2011-05-27,2237.89,2255.43,2237.89,2252.74,2253231.89,crobex
2011-05-30,2253.18,2270.02,2248.87,2270.02,2748563.54,crobex
2011-05-31,2270.41,2296.29,2270.41,2278.88,4596304.88,crobex
2011-06-01,2278.72,2281.75,2262.69,2272.4,2017642.83,crobex
2011-06-02,2271.85,2272.11,2254.22,2259.98,1850488.02,crobex
2011-06-03,2259.96,2269.91,2259.67,2269.9,1619805.6,crobex
2011-06-06,2269.31,2275.79,2252.79,2254.24,1213191.29,crobex
2011-06-07,2254.24,2260.38,2251.41,2256.97,2349685.91,crobex
2011-06-08,2257.3,2264.62,2255.36,2260.42,2194050.54,crobex
2011-06-09,2260.42,2268.84,2255.2,2268.84,3246628.75,crobex
2011-06-10,2268.94,2289.06,2268.94,2275.04,2911337.92,crobex
2011-06-13,2274.88,2284.04,2264.09,2271.25,2607354.39,crobex
2011-06-14,2271.43,2277.52,2255.06,2256.99,2140525.1,crobex
2011-06-15,2256.53,2258.31,2248.95,2252.54,1378338.34,crobex
2011-06-16,2252.18,2252.18,2234.47,2244.61,1031723.49,crobex
2011-06-17,2244.82,2244.82,2234.5,2240.96,2149055.77,crobex
2011-06-20,2241.3,2244.84,2231.14,2232.47,1611804.67,crobex
2011-06-21,2233.64,2243.07,2231.66,2243.01,1330103.58,crobex
2011-06-24,2243.04,2247.63,2238.3,2242.15,756190.09,crobex
2011-06-27,2242.7,2244.09,2221.88,2226.17,1297976.92,crobex
2011-06-28,2226.75,2231.17,2223.76,2230.79,1499676.13,crobex
2011-06-29,2231.18,2245.31,2227.87,2240.18,1483394.07,crobex
2011-06-30,2239.98,2240.72,2227.64,2230.85,1564524.8,crobex
2011-07-01,2231.11,2240.84,2230.18,2236.62,902522.73,crobex
2011-07-04,2237.06,2237.06,2229.59,2230.68,1314192.73,crobex
2011-07-05,2231.07,2232.25,2223.18,2228.96,1861911.81,crobex
2011-07-06,2229.14,2231.56,2218.46,2224.15,1333907,crobex
2011-07-07,2223.65,2228.09,2219.07,2222.92,923296.02,crobex
2011-07-08,2222.48,2235.65,2222.48,2233.63,1098263.58,crobex
2011-07-11,2233.91,2234.27,2219.99,2220.53,1373576.78,crobex
2011-07-12,2218.16,2218.16,2182.4,2192.89,2062083.68,crobex
2011-07-13,2192.5,2202.04,2192.5,2200.88,817289.9,crobex
2011-07-14,2202.61,2206.95,2195.22,2196.73,740031.63,crobex
2011-07-15,2197.3,2210.05,2196.25,2206.82,1939809.55,crobex
2011-07-18,2207.01,2207.3,2197.47,2198.43,1195418.14,crobex
2011-07-19,2198.06,2203.37,2192.89,2200.08,1025490.85,crobex
2011-07-20,2201.44,2202.83,2188.26,2188.9,1481409.12,crobex
2011-07-21,2189.4,2203,2188.85,2197.04,1012417.18,crobex
2011-07-22,2197.87,2199.75,2090.28,2094.57,1633969.3,crobex
2011-07-25,2089.63,2090.21,2057.56,2065.46,2829126.93,crobex
2011-07-26,2068.69,2074.59,2056.71,2059.46,1256196.33,crobex
2011-07-27,2163.91,2167.57,2152.67,2154.79,1086381.59,crobex
2011-07-28,2155.2,2162.47,2140.42,2160.79,1488883.35,crobex
2011-07-29,2161.27,2175.09,2157.11,2173.73,1373204.94,crobex
2011-08-01,2174.78,2177.13,2163.51,2163.65,871494.44,crobex
2011-08-02,2160.65,2165.28,2154.55,2161.17,578482.49,crobex
