indeks,datum,vrijednost
CROBIS    ,7/20/2005,104.0024
CROBIS    ,7/21/2005,104.0816
CROBIS    ,7/22/2005,104.0512
CROBIS    ,7/25/2005,104.1344
CROBIS    ,7/26/2005,104.1622
CROBIS    ,7/27/2005,104.2107
CROBIS    ,7/28/2005,104.2360
CROBIS    ,7/29/2005,104.2328
CROBIS    ,8/1/2005,104.1860
CROBIS    ,8/2/2005,104.0585
CROBIS    ,8/3/2005,104.1404
CROBIS    ,8/4/2005,104.3037
CROBIS    ,8/8/2005,104.3019
CROBIS    ,8/9/2005,104.0818
CROBIS    ,8/10/2005,103.9648
CROBIS    ,8/11/2005,103.9304
CROBIS    ,8/12/2005,103.9293
CROBIS    ,8/16/2005,103.9304
CROBIS    ,8/17/2005,104.0942
CROBIS    ,8/18/2005,104.2298
CROBIS    ,8/19/2005,104.3548
CROBIS    ,8/22/2005,104.3552
CROBIS    ,8/23/2005,104.2457
CROBIS    ,8/24/2005,104.2542
CROBIS    ,8/25/2005,104.3135
CROBIS    ,8/26/2005,104.3698
CROBIS    ,8/29/2005,104.3948
CROBIS    ,8/30/2005,104.5399
CROBIS    ,8/31/2005,104.7298
CROBIS    ,9/1/2005,104.8846
CROBIS    ,9/2/2005,105.0266
CROBIS    ,9/5/2005,104.9119
CROBIS    ,9/6/2005,104.9428
CROBIS    ,9/7/2005,104.8463
CROBIS    ,9/8/2005,104.7457
CROBIS    ,9/9/2005,104.8360
CROBIS    ,9/12/2005,104.8610
CROBIS    ,9/13/2005,104.7701
CROBIS    ,9/14/2005,104.8058
CROBIS    ,9/15/2005,104.9801
CROBIS    ,9/16/2005,105.0457
CROBIS    ,9/19/2005,105.1858
CROBIS    ,9/20/2005,105.2685
CROBIS    ,9/21/2005,105.5730
CROBIS    ,9/22/2005,105.5539
CROBIS    ,9/23/2005,105.5268
CROBIS    ,9/26/2005,105.3613
CROBIS    ,9/27/2005,105.3603
CROBIS    ,9/28/2005,105.5047
CROBIS    ,9/29/2005,105.7315
CROBIS    ,9/30/2005,105.8190
CROBIS    ,10/3/2005,105.7399
CROBIS    ,10/4/2005,105.8545
CROBIS    ,10/5/2005,106.2314
CROBIS    ,10/6/2005,106.4547
CROBIS    ,10/7/2005,106.5494
CROBIS    ,10/10/2005,106.7441
CROBIS    ,10/11/2005,106.5109
CROBIS    ,10/12/2005,106.5085
CROBIS    ,10/13/2005,106.3021
CROBIS    ,10/14/2005,106.2868
CROBIS    ,10/17/2005,106.3604
CROBIS    ,10/18/2005,106.3082
CROBIS    ,10/19/2005,106.3244
CROBIS    ,10/20/2005,106.3809
CROBIS    ,10/21/2005,106.3909
CROBIS    ,10/24/2005,106.5678
CROBIS    ,10/25/2005,106.5502
CROBIS    ,10/26/2005,106.3781
CROBIS    ,10/27/2005,106.3378
CROBIS    ,10/28/2005,106.0149
CROBIS    ,10/31/2005,105.8477
CROBIS    ,11/2/2005,105.6419
CROBIS    ,11/3/2005,106.0599
CROBIS    ,11/4/2005,105.6234
CROBIS    ,11/7/2005,105.4271
CROBIS    ,11/8/2005,105.2375
CROBIS    ,11/9/2005,105.1451
CROBIS    ,11/10/2005,105.1714
CROBIS    ,11/11/2005,105.2481
CROBIS    ,11/14/2005,105.2645
CROBIS    ,11/15/2005,105.1919
CROBIS    ,11/16/2005,105.0753
CROBIS    ,11/17/2005,105.0903
CROBIS    ,11/18/2005,105.0991
CROBIS    ,11/21/2005,105.0816
CROBIS    ,11/22/2005,105.1572
CROBIS    ,11/23/2005,105.0935
CROBIS    ,11/24/2005,105.0072
CROBIS    ,11/25/2005,105.1230
CROBIS    ,11/28/2005,105.3372
CROBIS    ,11/29/2005,105.4710
CROBIS    ,11/30/2005,105.4338
CROBIS    ,12/1/2005,105.4125
CROBIS    ,12/2/2005,105.3444
CROBIS    ,12/5/2005,105.4010
CROBIS    ,12/6/2005,105.7067
CROBIS    ,12/7/2005,105.8851
CROBIS    ,12/8/2005,105.8303
CROBIS    ,12/9/2005,105.9293
CROBIS    ,12/12/2005,105.8018
CROBIS    ,12/13/2005,105.8153
CROBIS    ,12/14/2005,105.7779
CROBIS    ,12/15/2005,105.7541
CROBIS    ,12/16/2005,105.6666
CROBIS    ,12/19/2005,105.5381
CROBIS    ,12/20/2005,106.0360
CROBIS    ,12/21/2005,105.8625
CROBIS    ,12/22/2005,105.4189
CROBIS    ,12/23/2005,105.4292
CROBIS    ,12/27/2005,105.6155
CROBIS    ,12/28/2005,105.8077
CROBIS    ,12/29/2005,105.7226
CROBIS    ,12/30/2005,105.8208
CROBIS    ,1/2/2006,105.8536
CROBIS    ,1/3/2006,105.8762
CROBIS    ,1/4/2006,105.9542
CROBIS    ,1/5/2006,106.1592
CROBIS    ,1/9/2006,106.0618
CROBIS    ,1/10/2006,106.1473
CROBIS    ,1/11/2006,106.1993
CROBIS    ,1/12/2006,106.1533
CROBIS    ,1/13/2006,106.1665
CROBIS    ,1/16/2006,106.0952
CROBIS    ,1/17/2006,106.2856
CROBIS    ,1/18/2006,106.3418
CROBIS    ,1/19/2006,106.2337
CROBIS    ,1/20/2006,106.0941
CROBIS    ,1/23/2006,106.0131
CROBIS    ,1/24/2006,105.7592
CROBIS    ,1/25/2006,105.8981
CROBIS    ,1/26/2006,105.7677
CROBIS    ,1/27/2006,105.6762
CROBIS    ,1/30/2006,105.6979
CROBIS    ,1/31/2006,105.5087
CROBIS    ,2/1/2006,105.5502
CROBIS    ,2/2/2006,105.3927
CROBIS    ,2/3/2006,105.4031
CROBIS    ,2/6/2006,105.5224
CROBIS    ,2/7/2006,105.6293
CROBIS    ,2/8/2006,105.8337
CROBIS    ,2/9/2006,105.8145
CROBIS    ,2/10/2006,105.6782
CROBIS    ,2/13/2006,105.5382
CROBIS    ,2/14/2006,105.4173
CROBIS    ,2/15/2006,105.5418
CROBIS    ,2/16/2006,105.5926
CROBIS    ,2/17/2006,105.4633
CROBIS    ,2/20/2006,105.6823
CROBIS    ,2/21/2006,105.6962
CROBIS    ,2/22/2006,105.7303
CROBIS    ,2/23/2006,105.8471
CROBIS    ,2/24/2006,105.6998
CROBIS    ,2/27/2006,105.6803
CROBIS    ,2/28/2006,105.6728
CROBIS    ,3/1/2006,105.4827
CROBIS    ,3/2/2006,105.5365
CROBIS    ,3/3/2006,105.4098
CROBIS    ,3/6/2006,105.3885
CROBIS    ,3/7/2006,105.2109
CROBIS    ,3/8/2006,105.1122
CROBIS    ,3/9/2006,105.0149
CROBIS    ,3/10/2006,104.9526
CROBIS    ,3/13/2006,104.8673
CROBIS    ,3/14/2006,104.7602
CROBIS    ,3/15/2006,104.8378
CROBIS    ,3/16/2006,104.8628
CROBIS    ,3/17/2006,104.8140
CROBIS    ,3/20/2006,104.7883
CROBIS    ,3/21/2006,104.5356
CROBIS    ,3/22/2006,104.2972
CROBIS    ,3/23/2006,104.1987
CROBIS    ,3/24/2006,104.2980
CROBIS    ,3/27/2006,104.1868
CROBIS    ,3/28/2006,104.0885
CROBIS    ,3/29/2006,103.8233
CROBIS    ,3/30/2006,103.7944
CROBIS    ,3/31/2006,103.8730
CROBIS    ,4/3/2006,103.6668
CROBIS    ,4/4/2006,103.5456
CROBIS    ,4/5/2006,103.5513
CROBIS    ,4/6/2006,103.5619
CROBIS    ,4/7/2006,103.3203
CROBIS    ,4/10/2006,103.3810
CROBIS    ,4/11/2006,103.4583
CROBIS    ,4/12/2006,103.2158
CROBIS    ,4/13/2006,102.9544
CROBIS    ,4/18/2006,102.6686
CROBIS    ,4/19/2006,102.8322
CROBIS    ,4/20/2006,102.7166
CROBIS    ,4/21/2006,102.8042
CROBIS    ,4/24/2006,102.9166
CROBIS    ,4/25/2006,102.8826
CROBIS    ,4/26/2006,102.7646
CROBIS    ,4/27/2006,102.4556
CROBIS    ,4/28/2006,102.3073
CROBIS    ,5/2/2006,102.3662
CROBIS    ,5/3/2006,102.3476
CROBIS    ,5/4/2006,102.2082
CROBIS    ,5/5/2006,101.8675
CROBIS    ,5/8/2006,101.8562
CROBIS    ,5/9/2006,101.8825
CROBIS    ,5/10/2006,101.7360
CROBIS    ,5/11/2006,101.6245
CROBIS    ,5/12/2006,101.5851
CROBIS    ,5/15/2006,101.5291
CROBIS    ,5/16/2006,101.5334
CROBIS    ,5/17/2006,101.5916
CROBIS    ,5/18/2006,101.5815
CROBIS    ,5/19/2006,101.5995
CROBIS    ,5/22/2006,101.7142
CROBIS    ,5/23/2006,101.8959
CROBIS    ,5/24/2006,102.2279
CROBIS    ,5/25/2006,102.5322
CROBIS    ,5/26/2006,102.2984
CROBIS    ,5/29/2006,102.0449
CROBIS    ,5/30/2006,101.9049
CROBIS    ,5/31/2006,101.9113
CROBIS    ,6/1/2006,101.7615
CROBIS    ,6/2/2006,101.6805
CROBIS    ,6/5/2006,101.7352
CROBIS    ,6/6/2006,101.7946
CROBIS    ,6/7/2006,101.5969
CROBIS    ,6/8/2006,101.6026
CROBIS    ,6/9/2006,101.7047
CROBIS    ,6/12/2006,101.6277
CROBIS    ,6/13/2006,101.8203
CROBIS    ,6/14/2006,101.8841
CROBIS    ,6/16/2006,101.7911
CROBIS    ,6/19/2006,101.7194
CROBIS    ,6/20/2006,101.7666
CROBIS    ,6/21/2006,101.6983
CROBIS    ,6/23/2006,101.2736
CROBIS    ,6/26/2006,100.9996
CROBIS    ,6/27/2006,101.0407
CROBIS    ,6/28/2006,101.0705
CROBIS    ,6/29/2006,101.1210
CROBIS    ,6/30/2006,101.1439
CROBIS    ,7/3/2006,101.2920
CROBIS    ,7/4/2006,101.3488
CROBIS    ,7/5/2006,101.4158
CROBIS    ,7/6/2006,101.3870
CROBIS    ,7/7/2006,101.1456
CROBIS    ,7/10/2006,101.1411
CROBIS    ,7/11/2006,101.1398
CROBIS    ,7/12/2006,101.1408
CROBIS    ,7/13/2006,101.1419
CROBIS    ,7/14/2006,101.1910
CROBIS    ,7/17/2006,101.3130
CROBIS    ,7/18/2006,101.3405
CROBIS    ,7/19/2006,101.3574
CROBIS    ,7/20/2006,101.3849
CROBIS    ,7/21/2006,101.2972
CROBIS    ,7/24/2006,101.3813
CROBIS    ,7/25/2006,101.5000
CROBIS    ,7/26/2006,101.5729
CROBIS    ,7/27/2006,101.5790
CROBIS    ,7/28/2006,101.5804
CROBIS    ,7/31/2006,101.5081
CROBIS    ,8/1/2006,101.5389
CROBIS    ,8/2/2006,101.6311
CROBIS    ,8/3/2006,101.6693
CROBIS    ,8/4/2006,101.6366
CROBIS    ,8/7/2006,101.7356
CROBIS    ,8/8/2006,101.6599
CROBIS    ,8/9/2006,101.6219
CROBIS    ,8/10/2006,101.5244
CROBIS    ,8/11/2006,101.6126
CROBIS    ,8/14/2006,101.5944
CROBIS    ,8/16/2006,101.5629
CROBIS    ,8/17/2006,101.8123
CROBIS    ,8/18/2006,101.8418
CROBIS    ,8/21/2006,101.8007
CROBIS    ,8/22/2006,102.0655
CROBIS    ,8/23/2006,102.1164
CROBIS    ,8/24/2006,102.0522
CROBIS    ,8/25/2006,102.2245
CROBIS    ,8/28/2006,102.2353
CROBIS    ,8/29/2006,102.0801
CROBIS    ,8/30/2006,102.0598
CROBIS    ,8/31/2006,102.0854
CROBIS    ,9/1/2006,102.0836
CROBIS    ,9/4/2006,101.9620
CROBIS    ,9/5/2006,101.8596
CROBIS    ,9/6/2006,101.8448
CROBIS    ,9/7/2006,101.8696
CROBIS    ,9/8/2006,101.7459
CROBIS    ,9/11/2006,101.7672
CROBIS    ,9/12/2006,101.6510
CROBIS    ,9/13/2006,101.5531
CROBIS    ,9/14/2006,101.3145
CROBIS    ,9/15/2006,101.2306
CROBIS    ,9/18/2006,100.8935
CROBIS    ,9/19/2006,100.6534
CROBIS    ,9/20/2006,100.5655
CROBIS    ,9/21/2006,100.4597
CROBIS    ,9/22/2006,100.6454
CROBIS    ,9/25/2006,100.6818
CROBIS    ,9/26/2006,100.7921
CROBIS    ,9/27/2006,100.7396
CROBIS    ,9/28/2006,100.7126
CROBIS    ,9/29/2006,100.7586
CROBIS    ,10/2/2006,100.8664
CROBIS    ,10/3/2006,100.8120
CROBIS    ,10/4/2006,100.6570
CROBIS    ,10/5/2006,100.9509
CROBIS    ,10/6/2006,101.0597
CROBIS    ,10/9/2006,100.9738
CROBIS    ,10/10/2006,100.8447
CROBIS    ,10/11/2006,100.7608
CROBIS    ,10/12/2006,100.6093
CROBIS    ,10/13/2006,100.5986
CROBIS    ,10/16/2006,100.5809
CROBIS    ,10/17/2006,100.4243
CROBIS    ,10/18/2006,100.4178
CROBIS    ,10/19/2006,100.5562
CROBIS    ,10/20/2006,100.6126
CROBIS    ,10/23/2006,100.6326
CROBIS    ,10/24/2006,100.5936
CROBIS    ,10/25/2006,100.4089
CROBIS    ,10/26/2006,100.5004
CROBIS    ,10/27/2006,100.5733
CROBIS    ,10/30/2006,100.7930
CROBIS    ,10/31/2006,100.9927
CROBIS    ,11/2/2006,101.1361
CROBIS    ,11/3/2006,101.2576
CROBIS    ,11/6/2006,101.3316
CROBIS    ,11/7/2006,101.3577
CROBIS    ,11/8/2006,101.3746
CROBIS    ,11/9/2006,101.5228
CROBIS    ,11/10/2006,101.6212
CROBIS    ,11/13/2006,101.6589
CROBIS    ,11/14/2006,101.6863
CROBIS    ,11/15/2006,101.8700
CROBIS    ,11/16/2006,101.9018
CROBIS    ,11/17/2006,101.8616
CROBIS    ,11/20/2006,101.7539
CROBIS    ,11/21/2006,101.6674
CROBIS    ,11/22/2006,101.6740
CROBIS    ,11/23/2006,101.5413
CROBIS    ,11/24/2006,101.4755
CROBIS    ,11/27/2006,101.6212
CROBIS    ,11/28/2006,101.6935
CROBIS    ,11/29/2006,101.8796
CROBIS    ,11/30/2006,101.9375
CROBIS    ,12/1/2006,101.8157
CROBIS    ,12/4/2006,101.8583
CROBIS    ,12/5/2006,101.9235
CROBIS    ,12/6/2006,101.8215
CROBIS    ,12/7/2006,101.8408
CROBIS    ,12/8/2006,101.7206
CROBIS    ,12/11/2006,101.6505
CROBIS    ,12/12/2006,101.6572
CROBIS    ,12/13/2006,101.6399
CROBIS    ,12/14/2006,101.5589
CROBIS    ,12/15/2006,101.3523
CROBIS    ,12/18/2006,101.3751
CROBIS    ,12/19/2006,101.3697
CROBIS    ,12/20/2006,101.1962
CROBIS    ,12/21/2006,100.9948
CROBIS    ,12/22/2006,100.9769
CROBIS    ,12/27/2006,101.0554
CROBIS    ,12/28/2006,100.9857
CROBIS    ,12/29/2006,101.0577
CROBIS    ,1/2/2007,101.2149
CROBIS    ,1/3/2007,101.2020
CROBIS    ,1/4/2007,101.1730
CROBIS    ,1/5/2007,101.1489
CROBIS    ,1/8/2007,101.1202
CROBIS    ,1/9/2007,101.1617
CROBIS    ,1/10/2007,101.0182
CROBIS    ,1/11/2007,101.0035
CROBIS    ,1/12/2007,101.0538
CROBIS    ,1/15/2007,100.8401
CROBIS    ,1/16/2007,100.8523
CROBIS    ,1/17/2007,100.8099
CROBIS    ,1/18/2007,100.7977
CROBIS    ,1/19/2007,100.7915
CROBIS    ,1/22/2007,100.8112
CROBIS    ,1/23/2007,100.9072
CROBIS    ,1/24/2007,100.6351
CROBIS    ,1/25/2007,100.4699
CROBIS    ,1/26/2007,100.5194
CROBIS    ,1/29/2007,100.5166
CROBIS    ,1/30/2007,100.5351
CROBIS    ,1/31/2007,100.2314
CROBIS    ,2/1/2007,100.2542
CROBIS    ,2/2/2007,100.1470
CROBIS    ,2/5/2007,100.4200
CROBIS    ,2/6/2007,100.4295
CROBIS    ,2/7/2007,100.3309
CROBIS    ,2/8/2007,100.2155
CROBIS    ,2/9/2007,100.3138
CROBIS    ,2/12/2007,100.3019
CROBIS    ,2/13/2007,100.3453
CROBIS    ,2/14/2007,100.3565
CROBIS    ,2/15/2007,100.5104
CROBIS    ,2/16/2007,100.7824
CROBIS    ,2/19/2007,100.8146
CROBIS    ,2/20/2007,100.8407
CROBIS    ,2/21/2007,100.8297
CROBIS    ,2/22/2007,100.7941
CROBIS    ,2/23/2007,100.8421
CROBIS    ,2/26/2007,101.0795
CROBIS    ,2/27/2007,101.0597
CROBIS    ,2/28/2007,101.1687
CROBIS    ,3/1/2007,101.2607
CROBIS    ,3/2/2007,101.3009
CROBIS    ,3/5/2007,101.3688
CROBIS    ,3/6/2007,101.4739
CROBIS    ,3/7/2007,101.5777
CROBIS    ,3/8/2007,101.6001
CROBIS    ,3/9/2007,101.4950
CROBIS    ,3/12/2007,101.2715
CROBIS    ,3/13/2007,101.2438
CROBIS    ,3/14/2007,101.4687
CROBIS    ,3/15/2007,101.4770
CROBIS    ,3/16/2007,101.3213
CROBIS    ,3/19/2007,101.3264
CROBIS    ,3/20/2007,101.2129
CROBIS    ,3/21/2007,101.1710
CROBIS    ,3/22/2007,101.1035
CROBIS    ,3/23/2007,101.0036
CROBIS    ,3/26/2007,100.8100
CROBIS    ,3/27/2007,100.7396
CROBIS    ,3/28/2007,100.7207
CROBIS    ,3/29/2007,100.6849
CROBIS    ,3/30/2007,100.6005
CROBIS    ,4/2/2007,100.6091
CROBIS    ,4/3/2007,100.4282
CROBIS    ,4/4/2007,100.2962
CROBIS    ,4/5/2007,100.0961
CROBIS    ,4/10/2007,99.8685
CROBIS    ,4/11/2007,99.6212
CROBIS    ,4/12/2007,99.7777
CROBIS    ,4/13/2007,99.7160
CROBIS    ,4/16/2007,99.5769
CROBIS    ,4/17/2007,99.4895
CROBIS    ,4/18/2007,99.6474
CROBIS    ,4/19/2007,99.8877
CROBIS    ,4/20/2007,100.0420
CROBIS    ,4/23/2007,100.2017
CROBIS    ,4/24/2007,100.2773
CROBIS    ,4/25/2007,100.2075
CROBIS    ,4/26/2007,100.2536
CROBIS    ,4/27/2007,100.3266
CROBIS    ,4/30/2007,100.3556
CROBIS    ,5/2/2007,100.3693
CROBIS    ,5/3/2007,100.3420
CROBIS    ,5/4/2007,100.3583
CROBIS    ,5/7/2007,100.2322
CROBIS    ,5/8/2007,100.2847
CROBIS    ,5/9/2007,100.1890
CROBIS    ,5/10/2007,100.0967
CROBIS    ,5/11/2007,100.0655
CROBIS    ,5/14/2007,100.0418
CROBIS    ,5/15/2007,100.0983
CROBIS    ,5/16/2007,100.2429
CROBIS    ,5/17/2007,100.2986
CROBIS    ,5/18/2007,100.0930
CROBIS    ,5/21/2007,100.1180
CROBIS    ,5/22/2007,100.1653
CROBIS    ,5/23/2007,100.1986
CROBIS    ,5/24/2007,100.1425
CROBIS    ,5/25/2007,100.2008
CROBIS    ,5/28/2007,100.1510
CROBIS    ,5/29/2007,100.0415
CROBIS    ,5/30/2007,100.0073
CROBIS    ,5/31/2007,100.0174
CROBIS    ,6/1/2007,100.0102
CROBIS    ,6/4/2007,99.9020
CROBIS    ,6/5/2007,99.8609
CROBIS    ,6/6/2007,99.5761
CROBIS    ,6/8/2007,99.3639
CROBIS    ,6/11/2007,99.0215
CROBIS    ,6/12/2007,99.1319
CROBIS    ,6/13/2007,98.9255
CROBIS    ,6/14/2007,98.7629
CROBIS    ,6/15/2007,98.7933
CROBIS    ,6/18/2007,98.7853
CROBIS    ,6/19/2007,98.7596
CROBIS    ,6/20/2007,98.6953
CROBIS    ,6/21/2007,98.7018
CROBIS    ,6/26/2007,99.0796
CROBIS    ,6/27/2007,98.9692
CROBIS    ,6/28/2007,98.9851
CROBIS    ,6/29/2007,99.0818
CROBIS    ,7/2/2007,99.0604
CROBIS    ,7/3/2007,99.1064
CROBIS    ,7/4/2007,99.0539
CROBIS    ,7/5/2007,98.9995
CROBIS    ,7/6/2007,99.0058
CROBIS    ,7/9/2007,98.8699
CROBIS    ,7/10/2007,98.8445
CROBIS    ,7/11/2007,98.7881
CROBIS    ,7/12/2007,98.8025
CROBIS    ,7/13/2007,98.8220
CROBIS    ,7/16/2007,98.6477
CROBIS    ,7/17/2007,98.6783
CROBIS    ,7/18/2007,98.7380
CROBIS    ,7/19/2007,98.7160
CROBIS    ,7/20/2007,98.8021
CROBIS    ,7/23/2007,98.8485
CROBIS    ,7/24/2007,98.8803
CROBIS    ,7/25/2007,99.0391
CROBIS    ,7/26/2007,99.0288
CROBIS    ,7/27/2007,99.2235
CROBIS    ,7/30/2007,99.3434
CROBIS    ,7/31/2007,99.2220
CROBIS    ,8/1/2007,99.1894
CROBIS    ,8/2/2007,99.0134
CROBIS    ,8/3/2007,98.8211
CROBIS    ,8/6/2007,98.9374
CROBIS    ,8/7/2007,98.8976
CROBIS    ,8/8/2007,98.9027
CROBIS    ,8/9/2007,98.9331
CROBIS    ,8/10/2007,98.7495
CROBIS    ,8/13/2007,98.6916
CROBIS    ,8/14/2007,98.6557
CROBIS    ,8/16/2007,98.8116
CROBIS    ,8/17/2007,98.8343
CROBIS    ,8/20/2007,98.7832
CROBIS    ,8/21/2007,98.6226
CROBIS    ,8/22/2007,98.7151
CROBIS    ,8/23/2007,98.6263
CROBIS    ,8/24/2007,98.5250
CROBIS    ,8/27/2007,98.4323
CROBIS    ,8/28/2007,98.4521
CROBIS    ,8/29/2007,98.4875
CROBIS    ,8/30/2007,98.5404
CROBIS    ,8/31/2007,98.5335
CROBIS    ,9/3/2007,98.5503
CROBIS    ,9/4/2007,98.4405
CROBIS    ,9/5/2007,98.4037
CROBIS    ,9/6/2007,98.3810
CROBIS    ,9/7/2007,98.6084
CROBIS    ,9/10/2007,98.6402
CROBIS    ,9/11/2007,98.6482
CROBIS    ,9/12/2007,98.6178
CROBIS    ,9/13/2007,98.5539
CROBIS    ,9/14/2007,98.5622
CROBIS    ,9/17/2007,98.5185
CROBIS    ,9/18/2007,98.5383
CROBIS    ,9/19/2007,98.1457
CROBIS    ,9/20/2007,98.2028
CROBIS    ,9/21/2007,98.0182
CROBIS    ,9/24/2007,98.0343
CROBIS    ,9/25/2007,98.0262
CROBIS    ,9/26/2007,98.2109
CROBIS    ,9/27/2007,98.3228
CROBIS    ,9/28/2007,98.4600
CROBIS    ,10/1/2007,98.4534
CROBIS    ,10/2/2007,98.4387
CROBIS    ,10/3/2007,98.3745
CROBIS    ,10/4/2007,98.4806
CROBIS    ,10/5/2007,98.4256
CROBIS    ,10/9/2007,98.4753
CROBIS    ,10/10/2007,98.3143
CROBIS    ,10/11/2007,97.9751
CROBIS    ,10/12/2007,97.9090
CROBIS    ,10/15/2007,97.9997
CROBIS    ,10/16/2007,98.0592
CROBIS    ,10/17/2007,98.0671
CROBIS    ,10/18/2007,98.0740
CROBIS    ,10/19/2007,98.0800
CROBIS    ,10/22/2007,98.1117
CROBIS    ,10/23/2007,98.1246
CROBIS    ,10/24/2007,98.0823
CROBIS    ,10/25/2007,98.1084
CROBIS    ,10/26/2007,98.0790
CROBIS    ,10/29/2007,98.0985
CROBIS    ,10/30/2007,98.0178
CROBIS    ,10/31/2007,97.9045
CROBIS    ,11/5/2007,97.8910
CROBIS    ,11/6/2007,97.8102
CROBIS    ,11/7/2007,97.7006
CROBIS    ,11/8/2007,97.7532
CROBIS    ,11/9/2007,97.7670
CROBIS    ,11/12/2007,97.9385
CROBIS    ,11/13/2007,97.9136
CROBIS    ,11/14/2007,97.6459
CROBIS    ,11/15/2007,97.4686
CROBIS    ,11/16/2007,97.3645
CROBIS    ,11/19/2007,97.3478
CROBIS    ,11/20/2007,97.0198
CROBIS    ,11/21/2007,96.8472
CROBIS    ,11/22/2007,96.5048
CROBIS,11/23/2007,96.3400
CROBIS,11/26/2007,96.2000
CROBIS,11/27/2007,95.8700
CROBIS,11/28/2007,95.7400
CROBIS,11/29/2007,95.9100
CROBIS,11/30/2007,96.0800
CROBIS,12/3/2007,96.1900
CROBIS,12/4/2007,96.2000
CROBIS,12/5/2007,96.1400
CROBIS,12/6/2007,96.2100
CROBIS,12/7/2007,96.1500
CROBIS,12/10/2007,96.2500
CROBIS,12/11/2007,96.1000
CROBIS,12/12/2007,96.1800
CROBIS,12/13/2007,96.2700
CROBIS,12/14/2007,96.4800
CROBIS,12/17/2007,96.5700
CROBIS,12/18/2007,96.5700
CROBIS,12/19/2007,96.6400
CROBIS,12/20/2007,96.5500
CROBIS,12/21/2007,96.3400
CROBIS,12/27/2007,96.3100
CROBIS,12/28/2007,96.3000
CROBIS,12/31/2007,96.4800
CROBIS,1/2/2008,96.4500
CROBIS,1/3/2008,96.5600
CROBIS,1/4/2008,96.5300
CROBIS,1/7/2008,96.4900
CROBIS,1/8/2008,96.3500
CROBIS,1/9/2008,96.2700
CROBIS,1/10/2008,96.2800
CROBIS,1/11/2008,96.3300
CROBIS,1/14/2008,96.4000
CROBIS,1/15/2008,96.2600
CROBIS,1/16/2008,96.2600
CROBIS,1/17/2008,96.2700
CROBIS,1/18/2008,96.3000
CROBIS,1/21/2008,96.3400
CROBIS,1/22/2008,95.7900
CROBIS,1/23/2008,95.8000
CROBIS,1/24/2008,95.7900
CROBIS,1/25/2008,95.3600
CROBIS,1/28/2008,95.6300
CROBIS,1/29/2008,95.4300
CROBIS,1/30/2008,95.4600
CROBIS,1/31/2008,95.4300
CROBIS,2/1/2008,95.5800
CROBIS,2/4/2008,95.6900
CROBIS,2/5/2008,95.8000
CROBIS,2/6/2008,95.9300
CROBIS,2/7/2008,95.9100
CROBIS,2/8/2008,95.7800
CROBIS,2/11/2008,95.6600
CROBIS,2/12/2008,95.3800
CROBIS,2/13/2008,95.3100
CROBIS,2/14/2008,95.1600
CROBIS,2/15/2008,95.1700
CROBIS,2/18/2008,95.2100
CROBIS,2/19/2008,95.5200
CROBIS,2/20/2008,95.4400
CROBIS,2/21/2008,95.2900
CROBIS,2/22/2008,95.2400
CROBIS,2/25/2008,95.2400
CROBIS,2/26/2008,95.2600
CROBIS,2/27/2008,95.3000
CROBIS,2/28/2008,95.3200
CROBIS,2/29/2008,95.3200
CROBIS,3/3/2008,95.4400
CROBIS,3/4/2008,95.4500
CROBIS,3/5/2008,95.6500
CROBIS,3/6/2008,95.6800
CROBIS,3/7/2008,95.6000
CROBIS,3/10/2008,95.5500
CROBIS,3/11/2008,95.5700
CROBIS,3/12/2008,95.5300
CROBIS,3/13/2008,95.5300
CROBIS,3/14/2008,95.5300
CROBIS,3/17/2008,95.6100
CROBIS,3/18/2008,95.5700
CROBIS,3/19/2008,95.4400
CROBIS,3/20/2008,95.4600
CROBIS,3/25/2008,95.4800
CROBIS,3/26/2008,95.5000
CROBIS,3/27/2008,95.3600
CROBIS,3/28/2008,95.4500
CROBIS,3/31/2008,95.5600
CROBIS,4/1/2008,95.5400
CROBIS,4/2/2008,95.6200
CROBIS,4/3/2008,95.5800
CROBIS,4/4/2008,95.5200
CROBIS,4/7/2008,95.5200
CROBIS,4/8/2008,95.5000
CROBIS,4/9/2008,95.5400
CROBIS,4/10/2008,95.5800
CROBIS,4/11/2008,95.6000
CROBIS,4/14/2008,95.7400
CROBIS,4/15/2008,95.6900
CROBIS,4/16/2008,95.6400
CROBIS,4/17/2008,95.6200
CROBIS,4/18/2008,95.5500
CROBIS,4/21/2008,95.5700
CROBIS,4/22/2008,95.6400
CROBIS,4/23/2008,95.6400
CROBIS,4/24/2008,95.6000
CROBIS,4/25/2008,95.5700
CROBIS,4/28/2008,95.6300
CROBIS,4/29/2008,95.7600
CROBIS,4/30/2008,95.7900
CROBIS,5/5/2008,95.8200
CROBIS,5/6/2008,95.8400
CROBIS,5/7/2008,95.8500
CROBIS,5/8/2008,96.0100
CROBIS,5/9/2008,96.0600
CROBIS,5/12/2008,96.1200
CROBIS,5/13/2008,96.1600
CROBIS,5/14/2008,96.1200
CROBIS,5/15/2008,95.9900
CROBIS,5/16/2008,96.0200
CROBIS,5/19/2008,96.0500
CROBIS,5/20/2008,96.0400
CROBIS,5/21/2008,96.0800
CROBIS,5/23/2008,95.9700
CROBIS,5/26/2008,96.0300
CROBIS,5/27/2008,95.8900
