indeks,datum,vrijednost
CROBIS,5/28/2008,95.7800
CROBIS,5/29/2008,95.7200
CROBIS,5/30/2008,95.6600
CROBIS,6/2/2008,95.6600
CROBIS,6/3/2008,95.6600
CROBIS,6/4/2008,95.7100
CROBIS,6/5/2008,95.6700
CROBIS,6/6/2008,95.5900
CROBIS,6/9/2008,95.7100
CROBIS,6/10/2008,95.5000
CROBIS,6/11/2008,95.4800
CROBIS,6/12/2008,95.3900
CROBIS,6/13/2008,95.2700
CROBIS,6/16/2008,95.2000
CROBIS,6/17/2008,95.2300
CROBIS,6/18/2008,95.2300
CROBIS,6/19/2008,95.2500
CROBIS,6/20/2008,95.1400
CROBIS,6/23/2008,95.1500
CROBIS,6/24/2008,95.0700
CROBIS,6/26/2008,95.3600
CROBIS,6/27/2008,95.4200
CROBIS,6/30/2008,95.2900
CROBIS,7/1/2008,95.1600
CROBIS,7/2/2008,95.0800
CROBIS,7/3/2008,95.0800
CROBIS,7/4/2008,95.0900
CROBIS,7/7/2008,95.3200
CROBIS,7/8/2008,95.3500
CROBIS,7/9/2008,95.3400
CROBIS,7/10/2008,95.3200
CROBIS,7/11/2008,95.3300
CROBIS,7/14/2008,95.3000
CROBIS,7/15/2008,95.4000
CROBIS,7/16/2008,95.4200
CROBIS,7/17/2008,95.3800
CROBIS,7/18/2008,95.4000
CROBIS,7/21/2008,95.2400
CROBIS,7/22/2008,95.1900
CROBIS,7/23/2008,95.0600
CROBIS,7/24/2008,95.1500
CROBIS,7/25/2008,95.2900
CROBIS,7/28/2008,95.3800
CROBIS,7/29/2008,95.3800
CROBIS,7/30/2008,95.3900
CROBIS,7/31/2008,95.3800
CROBIS,8/1/2008,95.5700
CROBIS,8/6/2008,95.5900
CROBIS,8/7/2008,95.6000
CROBIS,8/8/2008,95.6600
CROBIS,8/11/2008,95.8100
CROBIS,8/12/2008,95.9500
CROBIS,8/13/2008,95.9500
CROBIS,8/14/2008,95.9600
CROBIS,8/18/2008,95.9600
CROBIS,8/19/2008,96.0800
CROBIS,8/20/2008,96.0300
CROBIS,8/21/2008,96.0500
CROBIS,8/22/2008,96.0700
CROBIS,8/25/2008,96.0900
CROBIS,8/26/2008,96.1200
CROBIS,8/27/2008,95.9800
CROBIS,8/28/2008,95.8800
CROBIS,8/29/2008,95.7600
CROBIS,9/1/2008,95.8300
CROBIS,9/2/2008,95.7500
CROBIS,9/3/2008,95.8800
CROBIS,9/4/2008,95.9300
CROBIS,9/5/2008,96.1000
CROBIS,9/8/2008,96.0200
CROBIS,9/9/2008,95.9900
CROBIS,9/10/2008,96.1300
CROBIS,9/11/2008,96.1500
CROBIS,9/12/2008,96.2200
CROBIS,9/15/2008,96.3300
CROBIS,9/16/2008,96.3000
CROBIS,9/17/2008,96.3700
CROBIS,9/18/2008,96.3600
CROBIS,9/19/2008,96.2500
CROBIS,9/22/2008,96.1700
CROBIS,9/23/2008,96.1200
CROBIS,9/24/2008,96.0400
CROBIS,9/25/2008,95.9300
CROBIS,9/26/2008,95.8400
CROBIS,9/29/2008,95.9900
CROBIS,9/30/2008,96.0500
CROBIS,10/1/2008,95.9500
CROBIS,10/2/2008,95.9900
CROBIS,10/3/2008,96.0200
CROBIS,10/6/2008,96.0500
CROBIS,10/7/2008,96.0600
CROBIS,10/9/2008,95.7800
CROBIS,10/10/2008,95.5400
CROBIS,10/13/2008,95.2300
CROBIS,10/14/2008,95.0700
CROBIS,10/15/2008,94.9800
CROBIS,10/16/2008,94.9100
CROBIS,10/17/2008,94.8200
CROBIS,10/20/2008,94.5000
CROBIS,10/21/2008,94.3200
CROBIS,10/22/2008,94.1200
CROBIS,10/23/2008,94.1200
CROBIS,10/24/2008,93.1500
CROBIS,10/27/2008,93.3100
CROBIS,10/28/2008,92.2000
CROBIS,10/29/2008,91.6300
CROBIS,10/30/2008,91.0400
CROBIS,10/31/2008,91.5200
CROBIS,11/3/2008,90.7600
CROBIS,11/4/2008,90.6200
CROBIS,11/5/2008,90.7200
CROBIS,11/6/2008,90.6100
CROBIS,11/7/2008,90.6300
CROBIS,11/10/2008,90.6900
CROBIS,11/11/2008,89.6000
CROBIS,11/12/2008,89.0700
CROBIS,11/13/2008,89.0700
CROBIS,11/14/2008,89.0500
CROBIS,11/17/2008,89.0300
CROBIS,11/18/2008,89.2000
CROBIS,11/19/2008,89.2400
CROBIS,11/20/2008,89.2900
CROBIS,11/21/2008,89.2900
CROBIS,11/24/2008,89.6600
CROBIS,11/25/2008,89.6100
CROBIS,11/26/2008,89.7200
CROBIS,11/27/2008,89.5300
CROBIS,11/28/2008,89.5500
CROBIS,12/1/2008,89.3500
CROBIS,12/2/2008,89.2800
CROBIS,12/3/2008,89.4000
CROBIS,12/4/2008,89.1200
CROBIS,12/5/2008,89.8900
CROBIS,12/8/2008,89.7600
CROBIS,12/9/2008,89.7900
CROBIS,12/10/2008,89.6900
CROBIS,12/11/2008,89.8200
CROBIS,12/12/2008,89.8500
CROBIS,12/15/2008,89.5900
CROBIS,12/16/2008,89.6000
CROBIS,12/17/2008,89.2000
CROBIS,12/18/2008,88.9500
CROBIS,12/19/2008,88.9100
CROBIS,12/22/2008,89.0500
CROBIS,12/23/2008,90.6700
CROBIS,12/24/2008,90.5200
CROBIS,12/29/2008,90.0100
CROBIS,12/30/2008,90.0200
CROBIS,12/31/2008,90.6200
CROBIS,1/5/2009,89.2800
CROBIS,1/7/2009,89.0200
CROBIS,1/8/2009,89.3100
CROBIS,1/9/2009,89.2900
CROBIS,1/12/2009,89.2700
CROBIS,1/13/2009,89.1900
CROBIS,1/14/2009,89.1300
CROBIS,1/15/2009,89.3600
CROBIS,1/16/2009,89.4000
CROBIS,1/19/2009,89.3400
CROBIS,1/20/2009,89.0200
CROBIS,1/21/2009,88.9800
CROBIS,1/22/2009,88.7300
CROBIS,1/23/2009,88.7800
CROBIS,1/26/2009,88.6200
CROBIS,1/27/2009,88.6800
CROBIS,1/28/2009,88.6300
CROBIS,1/29/2009,88.4600
CROBIS,1/30/2009,88.7900
CROBIS,2/2/2009,88.7900
CROBIS,2/3/2009,88.6500
CROBIS,2/4/2009,88.7600
CROBIS,2/5/2009,88.6700
CROBIS,2/6/2009,89.0200
CROBIS,2/9/2009,88.9400
CROBIS,2/10/2009,88.9100
CROBIS,2/11/2009,88.7900
CROBIS,2/12/2009,88.8700
CROBIS,2/13/2009,88.8300
CROBIS,2/16/2009,88.5500
CROBIS,2/17/2009,88.5600
CROBIS,2/18/2009,88.4300
CROBIS,2/19/2009,88.5000
CROBIS,2/20/2009,88.4200
CROBIS,2/23/2009,88.3900
CROBIS,2/24/2009,88.2100
CROBIS,2/25/2009,88.3100
CROBIS,2/26/2009,88.4000
CROBIS,2/27/2009,88.2800
CROBIS,3/2/2009,89.1200
CROBIS,3/3/2009,89.1300
CROBIS,3/4/2009,89.1700
CROBIS,3/5/2009,90.0000
CROBIS,3/6/2009,89.6800
CROBIS,3/9/2009,89.2400
CROBIS,3/10/2009,88.0500
CROBIS,3/11/2009,86.9500
CROBIS,3/12/2009,86.7200
CROBIS,3/13/2009,87.2800
CROBIS,3/16/2009,88.9000
CROBIS,3/17/2009,88.6500
CROBIS,3/18/2009,87.3500
CROBIS,3/19/2009,87.4600
CROBIS,3/20/2009,87.0300
CROBIS,3/23/2009,87.2700
CROBIS,3/24/2009,87.3700
CROBIS,3/25/2009,87.8700
CROBIS,3/26/2009,87.1100
CROBIS,3/27/2009,86.4600
CROBIS,3/30/2009,85.5400
CROBIS,3/31/2009,86.7000
CROBIS,4/1/2009,86.5000
CROBIS,4/2/2009,85.9400
CROBIS,4/3/2009,86.0200
CROBIS,4/6/2009,85.4400
CROBIS,4/7/2009,85.5200
CROBIS,4/8/2009,85.6100
CROBIS,4/9/2009,85.6700
CROBIS,4/14/2009,85.7700
CROBIS,4/15/2009,85.8700
CROBIS,4/16/2009,85.9300
CROBIS,4/17/2009,86.0300
CROBIS,4/20/2009,86.0100
CROBIS,4/21/2009,85.9800
CROBIS,4/22/2009,85.9400
CROBIS,4/23/2009,85.7600
CROBIS,4/24/2009,86.0900
CROBIS,4/27/2009,86.0300
CROBIS,4/28/2009,86.0800
CROBIS,4/29/2009,85.1600
CROBIS,4/30/2009,85.1600
CROBIS,5/4/2009,85.1700
CROBIS,5/5/2009,85.2400
CROBIS,5/6/2009,85.7100
CROBIS,5/7/2009,85.7300
CROBIS,5/8/2009,85.8800
CROBIS,5/11/2009,85.9400
CROBIS,5/12/2009,86.5100
CROBIS,5/13/2009,86.1400
CROBIS,5/14/2009,86.1900
CROBIS,5/15/2009,86.2500
CROBIS,5/18/2009,86.5700
CROBIS,5/19/2009,86.7900
CROBIS,5/20/2009,86.7400
CROBIS,5/21/2009,86.7700
CROBIS,5/22/2009,86.4300
CROBIS,5/25/2009,86.5100
CROBIS,5/26/2009,86.7600
CROBIS,5/27/2009,86.9600
CROBIS,5/28/2009,87.0300
CROBIS,5/29/2009,86.9100
CROBIS,6/1/2009,86.8000
CROBIS,6/2/2009,86.0700
CROBIS,6/3/2009,85.9500
CROBIS,6/4/2009,86.1900
CROBIS,6/5/2009,86.2200
CROBIS,6/8/2009,86.2100
CROBIS,6/9/2009,86.5300
CROBIS,6/10/2009,86.6100
CROBIS,6/12/2009,86.7400
CROBIS,6/15/2009,86.8200
CROBIS,6/16/2009,86.9700
CROBIS,6/17/2009,87.0900
CROBIS,6/18/2009,86.8500
CROBIS,6/19/2009,86.3000
CROBIS,6/23/2009,86.2400
CROBIS,6/24/2009,86.4500
CROBIS,6/26/2009,86.4200
CROBIS,6/29/2009,86.2500
CROBIS,6/30/2009,86.2700
CROBIS,7/1/2009,85.8400
CROBIS,7/2/2009,85.8200
CROBIS,7/3/2009,85.8200
CROBIS,7/6/2009,85.7700
CROBIS,7/7/2009,85.6500
CROBIS,7/8/2009,85.5400
CROBIS,7/9/2009,85.5300
CROBIS,7/10/2009,85.4800
CROBIS,7/13/2009,85.4400
CROBIS,7/14/2009,85.4800
CROBIS,7/15/2009,85.7700
CROBIS,7/16/2009,85.4300
CROBIS,7/17/2009,85.4900
CROBIS,7/20/2009,85.4600
CROBIS,7/21/2009,85.4200
CROBIS,7/22/2009,85.4300
CROBIS,7/23/2009,85.4400
CROBIS,7/24/2009,85.6000
CROBIS,7/27/2009,85.5700
CROBIS,7/28/2009,85.5500
CROBIS,7/29/2009,85.6100
CROBIS,7/30/2009,85.5400
CROBIS,7/31/2009,85.5100
CROBIS,8/3/2009,85.4300
CROBIS,8/4/2009,85.4100
CROBIS,8/6/2009,85.4600
CROBIS,8/7/2009,85.4700
CROBIS,8/10/2009,85.4900
CROBIS,8/11/2009,85.7400
CROBIS,8/12/2009,85.8300
CROBIS,8/13/2009,86.1700
CROBIS,8/14/2009,86.1900
CROBIS,8/17/2009,86.4200
CROBIS,8/18/2009,86.4700
CROBIS,8/19/2009,86.5400
CROBIS,8/20/2009,86.5200
CROBIS,8/21/2009,86.4700
CROBIS,8/24/2009,86.3900
CROBIS,8/25/2009,86.6900
CROBIS,8/26/2009,86.7200
CROBIS,8/27/2009,86.7100
CROBIS,8/28/2009,86.8300
CROBIS,8/31/2009,86.7800
CROBIS,9/1/2009,86.7600
CROBIS,9/2/2009,86.3900
CROBIS,9/3/2009,86.4000
CROBIS,9/4/2009,86.4600
CROBIS,9/7/2009,86.4600
CROBIS,9/8/2009,86.4300
CROBIS,9/9/2009,86.4200
CROBIS,9/10/2009,86.4300
CROBIS,9/11/2009,86.4300
CROBIS,9/14/2009,86.5600
CROBIS,9/15/2009,86.6800
CROBIS,9/16/2009,86.7000
CROBIS,9/17/2009,86.8400
CROBIS,9/18/2009,87.0100
CROBIS,9/21/2009,87.6600
CROBIS,9/22/2009,88.0200
CROBIS,9/23/2009,88.2300
CROBIS,9/24/2009,88.2400
CROBIS,9/25/2009,88.7300
CROBIS,9/28/2009,88.8400
CROBIS,9/29/2009,88.9600
CROBIS,9/30/2009,89.0600
CROBIS,10/1/2009,89.1800
CROBIS,10/2/2009,89.1100
CROBIS,10/5/2009,89.2400
CROBIS,10/6/2009,89.2000
CROBIS,10/7/2009,88.9400
CROBIS,10/12/2009,88.9900
CROBIS,10/13/2009,89.5700
CROBIS,10/14/2009,90.2100
CROBIS,10/15/2009,90.1900
CROBIS,10/16/2009,90.1900
CROBIS,10/19/2009,90.2200
CROBIS,10/20/2009,90.2800
CROBIS,10/21/2009,90.3600
CROBIS,10/22/2009,90.4100
CROBIS,10/23/2009,90.3800
CROBIS,10/26/2009,90.3000
CROBIS,10/27/2009,90.3200
CROBIS,10/28/2009,90.3200
CROBIS,10/29/2009,90.9200
CROBIS,10/30/2009,91.0000
CROBIS,11/2/2009,91.8500
CROBIS,11/3/2009,92.1400
CROBIS,11/4/2009,92.4100
CROBIS,11/5/2009,92.4400
CROBIS,11/6/2009,92.4500
CROBIS,11/9/2009,92.2700
CROBIS,11/10/2009,93.1000
CROBIS,11/11/2009,93.2600
CROBIS,11/12/2009,93.3500
CROBIS,11/13/2009,93.2600
CROBIS,11/16/2009,93.9200
CROBIS,11/17/2009,93.8400
CROBIS,11/18/2009,94.5800
CROBIS,11/19/2009,94.5100
CROBIS,11/20/2009,94.5500
CROBIS,11/23/2009,94.5500
CROBIS,11/24/2009,94.4500
CROBIS,11/25/2009,94.5300
CROBIS,11/26/2009,94.5700
CROBIS,11/27/2009,94.5400
CROBIS,11/30/2009,94.5700
CROBIS,12/1/2009,94.9100
CROBIS,12/2/2009,95.1000
CROBIS,12/3/2009,95.1400
CROBIS,12/4/2009,95.1600
CROBIS,12/7/2009,95.1200
CROBIS,12/8/2009,94.8700
CROBIS,12/9/2009,95.0800
CROBIS,12/10/2009,95.1200
CROBIS,12/11/2009,95.1300
CROBIS,12/14/2009,95.1200
CROBIS,12/15/2009,95.0000
CROBIS,12/16/2009,95.0500
CROBIS,12/17/2009,95.3100
CROBIS,12/18/2009,95.2500
CROBIS,12/21/2009,95.3200
CROBIS,12/22/2009,95.2900
CROBIS,12/23/2009,95.8400
CROBIS,12/24/2009,95.9700
CROBIS,12/28/2009,95.9500
CROBIS,12/29/2009,95.9800
CROBIS,12/30/2009,95.9400
CROBIS,12/31/2009,95.8400
CROBIS,1/4/2010,95.9000
CROBIS,1/5/2010,95.8000
CROBIS,1/7/2010,95.9100
CROBIS,1/8/2010,95.8800
CROBIS,1/11/2010,96.2400
CROBIS,1/12/2010,96.3400
CROBIS,1/13/2010,96.2800
CROBIS,1/14/2010,96.5900
CROBIS,1/15/2010,96.9000
CROBIS,1/18/2010,97.0000
CROBIS,1/19/2010,96.9700
CROBIS,1/20/2010,96.9400
CROBIS,1/21/2010,97.0500
CROBIS,1/22/2010,97.0400
CROBIS,1/25/2010,97.0700
CROBIS,1/26/2010,96.9900
CROBIS,1/27/2010,97.0400
CROBIS,1/28/2010,97.2700
CROBIS,1/29/2010,97.2600
CROBIS,2/1/2010,97.2600
CROBIS,2/2/2010,97.4000
CROBIS,2/3/2010,98.0600
CROBIS,2/4/2010,98.0100
CROBIS,2/5/2010,97.9200
CROBIS,2/8/2010,97.9000
CROBIS,2/9/2010,97.9300
CROBIS,2/10/2010,98.0600
CROBIS,2/11/2010,97.8400
CROBIS,2/12/2010,97.8400
CROBIS,2/15/2010,97.8400
CROBIS,2/16/2010,97.9000
CROBIS,2/17/2010,97.9300
CROBIS,2/18/2010,98.0200
CROBIS,2/19/2010,98.0400
CROBIS,2/22/2010,98.0700
CROBIS,2/23/2010,98.0900
CROBIS,2/24/2010,98.1700
CROBIS,2/25/2010,98.1900
CROBIS,2/26/2010,97.9800
CROBIS,3/1/2010,97.7400
CROBIS,3/2/2010,97.6900
CROBIS,3/3/2010,96.9200
CROBIS,3/4/2010,96.8400
CROBIS,3/5/2010,96.9600
CROBIS,3/8/2010,96.9200
CROBIS,3/9/2010,96.9200
CROBIS,3/10/2010,96.9300
CROBIS,3/11/2010,96.9200
CROBIS,3/12/2010,96.8600
CROBIS,3/15/2010,96.8000
CROBIS,3/16/2010,96.9800
CROBIS,3/17/2010,97.0500
CROBIS,3/18/2010,97.0800
CROBIS,3/19/2010,97.1400
CROBIS,3/22/2010,97.1300
CROBIS,3/23/2010,97.1500
CROBIS,3/24/2010,96.8500
CROBIS,3/25/2010,97.1800
CROBIS,3/26/2010,97.0700
CROBIS,3/29/2010,97.0100
CROBIS,3/30/2010,97.0100
CROBIS,3/31/2010,97.0200
CROBIS,4/1/2010,96.8400
CROBIS,4/6/2010,97.3500
CROBIS,4/7/2010,97.2200
CROBIS,4/8/2010,97.2600
CROBIS,4/9/2010,97.2100
CROBIS,4/12/2010,97.1700
CROBIS,4/13/2010,97.1700
CROBIS,4/14/2010,97.1200
CROBIS,4/15/2010,97.1900
CROBIS,4/16/2010,97.1800
CROBIS,4/19/2010,97.2000
CROBIS,4/20/2010,97.2600
CROBIS,4/21/2010,97.3100
CROBIS,4/22/2010,97.3100
CROBIS,4/23/2010,97.4200
CROBIS,4/26/2010,97.4700
CROBIS,4/27/2010,97.4300
CROBIS,4/28/2010,97.5000
CROBIS,4/29/2010,97.4400
CROBIS,4/30/2010,97.5000
CROBIS,5/3/2010,97.5200
CROBIS,5/4/2010,97.3600
CROBIS,5/5/2010,97.3700
CROBIS,5/6/2010,97.3000
CROBIS,5/7/2010,97.3400
CROBIS,5/10/2010,97.3500
CROBIS,5/11/2010,97.3200
CROBIS,5/12/2010,97.3000
CROBIS,5/13/2010,97.3800
CROBIS,5/14/2010,97.3600
CROBIS,5/17/2010,97.4000
CROBIS,5/18/2010,97.4200
CROBIS,5/19/2010,97.4300
CROBIS,5/20/2010,97.3800
CROBIS,5/21/2010,97.3300
CROBIS,5/24/2010,97.3200
CROBIS,5/25/2010,97.3000
CROBIS,5/26/2010,97.3300
CROBIS,5/27/2010,97.3300
CROBIS,5/28/2010,97.1500
CROBIS,5/31/2010,97.2500
CROBIS,6/1/2010,97.2000
CROBIS,6/2/2010,97.3000
CROBIS,6/4/2010,97.1000
CROBIS,6/7/2010,96.8900
CROBIS,6/8/2010,96.8500
CROBIS,6/9/2010,96.7900
CROBIS,6/10/2010,96.8700
CROBIS,6/11/2010,96.8600
CROBIS,6/14/2010,96.7700
CROBIS,6/15/2010,96.8700
CROBIS,6/16/2010,96.8300
CROBIS,6/17/2010,96.5500
CROBIS,6/18/2010,96.6000
CROBIS,6/21/2010,96.5800
CROBIS,6/23/2010,96.3500
CROBIS,6/24/2010,96.3300
CROBIS,6/28/2010,96.3900
CROBIS,6/29/2010,96.2100
CROBIS,6/30/2010,96.1500
CROBIS,7/1/2010,96.1800
CROBIS,7/2/2010,96.0700
CROBIS,7/5/2010,96.0900
CROBIS,7/6/2010,96.0900
CROBIS,7/7/2010,96.1900
CROBIS,7/8/2010,96.1700
CROBIS,7/9/2010,96.1900
CROBIS,7/12/2010,96.0900
CROBIS,7/13/2010,96.1300
CROBIS,7/14/2010,95.9800
CROBIS,7/15/2010,96.2700
CROBIS,7/16/2010,96.2600
CROBIS,7/19/2010,96.1700
CROBIS,7/20/2010,95.9900
CROBIS,7/21/2010,96.0200
CROBIS,7/22/2010,95.9600
CROBIS,7/23/2010,95.9600
CROBIS,7/26/2010,95.8800
CROBIS,7/27/2010,95.8700
CROBIS,7/28/2010,95.9100
CROBIS,7/29/2010,95.9900
CROBIS,7/30/2010,95.9900
CROBIS,8/2/2010,96.1000
CROBIS,8/3/2010,96.1700
CROBIS,8/4/2010,96.3000
CROBIS,8/9/2010,96.2800
CROBIS,8/10/2010,96.3600
CROBIS,8/11/2010,96.5000
CROBIS,8/12/2010,96.5300
CROBIS,8/13/2010,96.5400
CROBIS,8/16/2010,96.5100
CROBIS,8/17/2010,96.5200
CROBIS,8/18/2010,96.5200
CROBIS,8/19/2010,96.4100
CROBIS,8/20/2010,96.4200
CROBIS,8/23/2010,96.3100
CROBIS,8/24/2010,96.3700
CROBIS,8/25/2010,96.4000
CROBIS,8/26/2010,96.3500
CROBIS,8/27/2010,96.3400
CROBIS,8/30/2010,96.3500
CROBIS,8/31/2010,96.2900
CROBIS,9/1/2010,96.3100
CROBIS,9/2/2010,96.3000
CROBIS,9/3/2010,96.2800
CROBIS,9/6/2010,96.2800
CROBIS,9/7/2010,96.2900
CROBIS,9/8/2010,96.3000
CROBIS,9/9/2010,96.3400
CROBIS,9/10/2010,96.4000
CROBIS,9/13/2010,96.3700
CROBIS,9/14/2010,96.3600
CROBIS,9/15/2010,96.3600
CROBIS,9/16/2010,96.3900
CROBIS,9/17/2010,96.4100
CROBIS,9/20/2010,96.2300
CROBIS,9/21/2010,96.3200
CROBIS,9/22/2010,96.4000
CROBIS,9/23/2010,96.4100
CROBIS,9/24/2010,96.3900
CROBIS,9/27/2010,96.4200
CROBIS,9/28/2010,96.4100
CROBIS,9/29/2010,96.4600
CROBIS,9/30/2010,96.3100
CROBIS,10/1/2010,96.1600
CROBIS,10/4/2010,96.1200
CROBIS,10/5/2010,96.1000
CROBIS,10/6/2010,96.1700
CROBIS,10/7/2010,96.2200
CROBIS,10/11/2010,96.1300
CROBIS,10/12/2010,96.1000
CROBIS,10/13/2010,96.1100
CROBIS,10/14/2010,96.0900
CROBIS,10/15/2010,96.1200
CROBIS,10/18/2010,96.1100
CROBIS,10/19/2010,96.1300
CROBIS,10/20/2010,96.1300
CROBIS,10/21/2010,96.1700
CROBIS,10/22/2010,96.3000
CROBIS,10/25/2010,96.1200
CROBIS,10/26/2010,96.3300
CROBIS,10/27/2010,96.2500
CROBIS,10/28/2010,96.2800
CROBIS,10/29/2010,96.2100
CROBIS,11/2/2010,96.2100
CROBIS,11/3/2010,96.1100
CROBIS,11/4/2010,96.1900
CROBIS,11/5/2010,96.2500
CROBIS,11/8/2010,96.2400
CROBIS,11/9/2010,96.2100
CROBIS,11/10/2010,96.2400
CROBIS,11/11/2010,96.1900
CROBIS,11/12/2010,96.1500
CROBIS,11/15/2010,96.0600
CROBIS,11/16/2010,95.9000
CROBIS,11/17/2010,95.8300
CROBIS,11/18/2010,95.7500
CROBIS,11/19/2010,95.8200
CROBIS,11/22/2010,95.8500
CROBIS,11/23/2010,95.9200
CROBIS,11/24/2010,95.9200
CROBIS,11/25/2010,95.9800
CROBIS,11/26/2010,95.9300
CROBIS,11/29/2010,95.8500
CROBIS,11/30/2010,95.7700
CROBIS,12/1/2010,95.7600
CROBIS,12/2/2010,95.7700
CROBIS,12/3/2010,95.8500
CROBIS,12/6/2010,95.6900
CROBIS,12/7/2010,95.8900
CROBIS,12/8/2010,95.9600
CROBIS,12/9/2010,95.9300
CROBIS,12/10/2010,96.0400
CROBIS,12/13/2010,96.0800
CROBIS,12/14/2010,96.0100
CROBIS,12/15/2010,95.9800
CROBIS,12/16/2010,95.9400
CROBIS,12/17/2010,96.0500
CROBIS,12/20/2010,95.9600
CROBIS,12/21/2010,95.7900
CROBIS,12/22/2010,95.5100
CROBIS,12/23/2010,95.4200
CROBIS,12/24/2010,95.3400
CROBIS,12/27/2010,95.4800
CROBIS,12/28/2010,95.5700
CROBIS,12/29/2010,95.5800
CROBIS,12/30/2010,95.6000
CROBIS,12/31/2010,95.6100
CROBIS,1/3/2011,95.6300
CROBIS,1/4/2011,95.6000
CROBIS,1/5/2011,95.5600
CROBIS,1/7/2011,95.5600
CROBIS,1/10/2011,95.5100
CROBIS,1/11/2011,95.4500
CROBIS,1/12/2011,95.4600
CROBIS,1/13/2011,95.4800
CROBIS,1/14/2011,95.4200
CROBIS,1/17/2011,95.3500
CROBIS,1/18/2011,95.4100
CROBIS,1/19/2011,95.4200
CROBIS,1/20/2011,95.4700
CROBIS,1/21/2011,95.4800
CROBIS,1/24/2011,95.4800
CROBIS,1/25/2011,95.3700
CROBIS,1/26/2011,95.4800
CROBIS,1/27/2011,95.4500
CROBIS,1/28/2011,95.3000
CROBIS,1/31/2011,95.3600
CROBIS,2/1/2011,95.2800
CROBIS,2/2/2011,95.2600
CROBIS,2/3/2011,95.4100
CROBIS,2/4/2011,95.3200
CROBIS,2/7/2011,95.3500
CROBIS,2/8/2011,95.4000
CROBIS,2/9/2011,95.4200
CROBIS,2/10/2011,95.3000
CROBIS,2/11/2011,95.2400
CROBIS,2/14/2011,95.2500
CROBIS,2/15/2011,95.2200
CROBIS,2/16/2011,95.3500
CROBIS,2/17/2011,95.3800
CROBIS,2/18/2011,95.5500
CROBIS,2/21/2011,95.4800
CROBIS,2/22/2011,95.5700
CROBIS,2/23/2011,95.4900
CROBIS,2/24/2011,95.5800
CROBIS,2/25/2011,95.5700
CROBIS,2/28/2011,95.4500
CROBIS,3/1/2011,95.4300
CROBIS,3/2/2011,95.5000
CROBIS,3/3/2011,95.6400
CROBIS,3/4/2011,95.6100
CROBIS,3/7/2011,95.6700
CROBIS,3/8/2011,95.8200
CROBIS,3/9/2011,95.9300
CROBIS,3/10/2011,95.9900
CROBIS,3/11/2011,96.0500
CROBIS,3/14/2011,96.3400
CROBIS,3/15/2011,96.6500
CROBIS,3/16/2011,96.6000
CROBIS,3/17/2011,96.6700
CROBIS,3/18/2011,96.7800
CROBIS,3/21/2011,96.7700
CROBIS,3/22/2011,96.7200
CROBIS,3/23/2011,96.7500
CROBIS,3/24/2011,96.8100
CROBIS,3/25/2011,96.7400
CROBIS,3/28/2011,96.7300
CROBIS,3/29/2011,96.9400
CROBIS,3/30/2011,96.8500
CROBIS,3/31/2011,96.8900
CROBIS,4/1/2011,96.9100
CROBIS,4/4/2011,96.8700
CROBIS,4/5/2011,96.9700
CROBIS,4/6/2011,96.9800
CROBIS,4/7/2011,97.1100
CROBIS,4/8/2011,97.1400
CROBIS,4/11/2011,97.1500
CROBIS,4/12/2011,97.1000
CROBIS,4/13/2011,97.2900
CROBIS,4/14/2011,97.3700
CROBIS,4/15/2011,97.2400
CROBIS,4/18/2011,97.2700
CROBIS,4/19/2011,97.2800
CROBIS,4/20/2011,97.3400
CROBIS,4/21/2011,97.3800
CROBIS,4/22/2011,97.3700
CROBIS,4/26/2011,97.3700
CROBIS,4/27/2011,97.3700
CROBIS,4/28/2011,97.4200
CROBIS,4/29/2011,97.5100
CROBIS,5/2/2011,97.4200
CROBIS,5/3/2011,97.4400
CROBIS,5/4/2011,97.6600
CROBIS,5/5/2011,97.6400
CROBIS,5/6/2011,97.6300
CROBIS,5/9/2011,97.9500
CROBIS,5/10/2011,97.9600
CROBIS,5/11/2011,98.0000
CROBIS,5/12/2011,98.0500
CROBIS,5/13/2011,97.9700
CROBIS,5/16/2011,98.1800
CROBIS,5/17/2011,98.2500
CROBIS,5/18/2011,98.2500
CROBIS,5/19/2011,98.1500
CROBIS,5/20/2011,98.0600
CROBIS,5/23/2011,97.8900
CROBIS,5/24/2011,97.9800
CROBIS,5/25/2011,98.0800
CROBIS,5/26/2011,97.9800
CROBIS,5/27/2011,97.9500
CROBIS,5/30/2011,98.0100
CROBIS,5/31/2011,98.1100
CROBIS,6/1/2011,98.0400
CROBIS,6/2/2011,97.8600
CROBIS,6/3/2011,97.8900
CROBIS,6/6/2011,97.5300
CROBIS,6/7/2011,97.6800
CROBIS,6/8/2011,97.6500
CROBIS,6/9/2011,97.5500
CROBIS,6/10/2011,97.5400
CROBIS,6/13/2011,97.9100
CROBIS,6/14/2011,97.9200
CROBIS,6/15/2011,97.9400
CROBIS,6/16/2011,97.9500
CROBIS,6/17/2011,97.9800
CROBIS,6/20/2011,97.9300
CROBIS,6/21/2011,97.9000
CROBIS,6/24/2011,97.9900
CROBIS,6/27/2011,98.0700
CROBIS,6/28/2011,98.1900
CROBIS,6/29/2011,98.2400
CROBIS,6/30/2011,98.1000
CROBIS,7/1/2011,97.9400
CROBIS,7/4/2011,97.7600
CROBIS,7/5/2011,97.5700
CROBIS,7/6/2011,97.4900
CROBIS,7/7/2011,97.5000
